Date,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Food System Impact,All Food Security Categories,Event ID,Date Event Entered,Date Event Modified,Year,Month,post_oct7
2025-06-15,OPT,PSE,Gaza Strip,31.287,34.2595,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107477,2025-07-10,2025-07-13,2025,6,1
2025-06-15,OPT,PSE,Gaza Strip,31.5356020826,34.4470303046,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107506,2025-07-12,2025-07-20,2025,6,1
2025-06-14,OPT,PSE,Gaza Strip,31.4591,34.3923,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105725,2025-07-05,2025-07-13,2025,6,1
2025-06-14,OPT,PSE,Gaza Strip,31.484,34.4056,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,"Food Supply, Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Commercial Food Transport, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105726,2025-07-05,2025-07-13,2025,6,1
2025-06-14,OPT,PSE,Gaza Strip,31.5356020826,34.4470303046,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearm: Boat,"Food Supply, Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Commercial Food Transport, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105727,2025-07-05,2025-07-13,2025,6,1
2025-06-14,OPT,PSE,Gaza Strip,31.5168,34.4355,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearm: Boat,"Food Supply, Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Commercial Food Transport, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105730,2025-07-05,2025-07-13,2025,6,1
2025-06-13,OPT,PSE,Gaza Strip,31.484,34.4056,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105713,2025-07-05,2025-07-13,2025,6,1
2025-06-13,OPT,PSE,Gaza Strip,31.3098,34.2414,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105714,2025-07-05,2025-07-13,2025,6,1
2025-06-13,OPT,PSE,Gaza Strip,31.4482157917,34.393408289,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105716,2025-07-05,2025-07-13,2025,6,1
2025-06-13,OPT,PSE,Gaza Strip,31.4964,34.4522,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105717,2025-07-05,2025-07-13,2025,6,1
2025-06-13,OPT,PSE,Gaza Strip,31.4879035,34.4445419,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107502,2025-07-12,2025-07-14,2025,6,1
2025-06-13,OPT,PSE,Gaza Strip,31.5356020826,34.4470303046,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,"Food Supply, Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Commercial Food Transport, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107504,2025-07-12,2025-07-20,2025,6,1
2025-06-12,OPT,PSE,Gaza Strip,31.3098,34.2414,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Incident Affecting People Seeking Food Aid",105701,2025-07-05,2025-07-13,2025,6,1
2025-06-12,OPT,PSE,Gaza Strip,31.4707474778,34.4329325826,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,"Food Supply, Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Commercial Food Transport, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105702,2025-07-05,2025-07-13,2025,6,1
2025-06-12,OPT,PSE,Gaza Strip,31.5356020826,34.4470303046,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,"Food Supply, Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Commercial Food Transport, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105703,2025-07-05,2025-07-13,2025,6,1
2025-06-11,OPT,PSE,Gaza Strip,31.3098,34.2414,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105688,2025-07-05,2025-07-13,2025,6,1
2025-06-11,OPT,PSE,Gaza Strip,31.484,34.4056,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,"Food Supply, Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Commercial Food Transport, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105690,2025-07-05,2025-07-13,2025,6,1
2025-06-11,OPT,PSE,Gaza Strip,31.4384767815,34.4034718931,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107501,2025-07-12,2025-07-20,2025,6,1
2025-06-11,OPT,PSE,Gaza Strip,31.4851626,34.4146933,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107538,2025-07-13,2025-07-14,2025,6,1
2025-06-11,OPT,PSE,Gaza Strip,31.4851626,34.4146933,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Aid Systems,Incident Affecting People Seeking Food Aid,107539,2025-07-13,2025-07-14,2025,6,1
2025-06-10,OPT,PSE,Gaza Strip,31.4178,34.3503,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105671,2025-07-05,2025-07-13,2025,6,1
2025-06-10,OPT,PSE,Gaza Strip,31.4486,34.3925,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,"Food Supply, Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Commercial Food Transport, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105672,2025-07-05,2025-07-13,2025,6,1
2025-06-10,OPT,PSE,Gaza Strip,31.3098,34.2414,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107489,2025-07-10,2025-07-15,2025,6,1
2025-06-10,OPT,PSE,Gaza Strip,31.4486413589,34.3925392752,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107492,2025-07-10,2025-07-20,2025,6,1
2025-06-10,OPT,PSE,Gaza Strip,31.4851626,34.4146933,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107493,2025-07-10,2025-07-14,2025,6,1
2025-06-10,OPT,PSE,Gaza Strip,31.5072150497,34.4716631215,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107499,2025-07-12,2025-07-14,2025,6,1
2025-06-10,OPT,PSE,Gaza Strip,31.4486413589,34.3925392752,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107500,2025-07-12,2025-07-20,2025,6,1
2025-06-10,OPT,PSE,Gaza Strip,31.4203604,34.3721462,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107507,2025-07-12,2025-07-14,2025,6,1
2025-06-10,OPT,PSE,Gaza Strip,31.4183455,34.3502476,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107512,2025-07-12,2025-07-12,2025,6,1
2025-06-09,OPT,PSE,Gaza Strip,31.3369,34.2925,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Incident Affecting People Seeking Food Aid",105658,2025-07-05,2025-07-13,2025,6,1
2025-06-09,OPT,PSE,Gaza Strip,31.4482157917,34.393408289,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,"Food Supply, Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Commercial Food Transport, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105659,2025-07-05,2025-07-14,2025,6,1
2025-06-09,OPT,PSE,Gaza Strip,31.484,34.4056,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105660,2025-07-05,2025-07-13,2025,6,1
2025-06-21,OPT,PSE,Gaza Strip,31.4988,34.4699,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,"Violence Affecting Marketgoers, Attack On a Market/Restaurant/Supermarket/Bakery",113724,2025-08-26,2025-08-26,2025,6,1
2025-06-09,OPT,PSE,Gaza Strip,31.3832442721,34.3659085975,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Attack On Aid Workers Carrying Out Food-Related Programme, Attack On Distribution Site",107474,2025-07-10,2025-09-22,2025,6,1
2025-06-09,OPT,PSE,Gaza Strip,31.4851626,34.4146933,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107486,2025-07-10,2025-07-11,2025,6,1
2025-06-09,OPT,PSE,Gaza Strip,31.3369787199,34.2924714017,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107491,2025-07-10,2025-07-11,2025,6,1
2025-06-09,OPT,PSE,Gaza Strip,31.3178611972,34.2306352155,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107513,2025-07-12,2025-07-17,2025,6,1
2025-06-09,OPT,PSE,Gaza Strip,31.4797696306,34.4191347853,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Hand Grenade,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107514,2025-07-12,2025-07-12,2025,6,1
2025-06-09,OPT,PSE,Gaza Strip,31.4879035,34.4445419,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107515,2025-07-12,2025-07-12,2025,6,1
2025-06-08,OPT,PSE,Gaza Strip,31.4591,34.3923,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Food Production,Damage/Destruction Of Food-Related Equipment,105651,2025-07-05,2025-07-05,2025,6,1
2025-06-08,OPT,PSE,Gaza Strip,31.3057618139,34.2411658156,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107469,2025-07-10,2025-07-10,2025,6,1
2025-06-08,OPT,PSE,Gaza Strip,31.4851626,34.4146933,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107473,2025-07-10,2025-07-15,2025,6,1
2025-06-08,OPT,PSE,Gaza Strip,31.2752047,34.2558269,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107517,2025-07-12,2025-07-12,2025,6,1
2025-06-08,OPT,PSE,Gaza Strip,31.4573315942,34.4120872246,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107519,2025-07-12,2025-07-13,2025,6,1
2025-06-07,OPT,PSE,Gaza Strip,31.4394,34.4031,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,"Food Supply, Food Production","Damage/Destruction Of Food-Related Equipment, Damage/Destruction Of Commercial Food Transport",105644,2025-07-05,2025-07-05,2025,6,1
2025-06-21,OPT,PSE,Gaza Strip,31.4988,34.4699,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,"Violence Affecting Marketgoers, Attack On a Market/Restaurant/Supermarket/Bakery",114085,2025-08-26,2025-08-26,2025,6,1
2025-06-07,OPT,PSE,Gaza Strip,31.2752047,34.2558269,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,"Food Supply, Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Commercial Food Transport, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107516,2025-07-12,2025-07-13,2025,6,1
2025-06-07,OPT,PSE,Gaza Strip,31.3121429425,34.24507155,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",113013,2025-08-15,2025-08-16,2025,6,1
2025-06-05,OPT,PSE,Gaza Strip,31.5245,34.4326,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,105634,2025-07-05,2025-08-06,2025,6,1
2025-06-05,OPT,PSE,Gaza Strip,31.4673982627,34.4096041681,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,Incident Affecting People Seeking Food Aid,107471,2025-07-10,2025-07-13,2025,6,1
2025-06-05,OPT,PSE,Gaza Strip,31.3065684878,34.2412954449,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,Incident Affecting People Seeking Food Aid,107472,2025-07-10,2025-07-11,2025,6,1
2025-06-04,OPT,PSE,Gaza Strip,31.5045074599,34.4218920891,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107463,2025-07-10,2025-07-13,2025,6,1
2025-06-09,OPT,PSE,Gaza Strip,31.5168,34.4355,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,"Attack On a Market/Restaurant/Supermarket/Bakery, Access Constraints",105661,2025-07-05,2025-07-05,2025,6,1
2025-06-03,OPT,PSE,Gaza Strip,31.2741494276,34.2694467858,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,"Food Supply, Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Commercial Food Transport, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107511,2025-07-12,2025-07-17,2025,6,1
2025-06-02,OPT,PSE,Gaza Strip,31.3098,34.2414,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Attack On Distribution Site",105606,2025-07-05,2025-07-13,2025,6,1
2025-06-01,OPT,PSE,Gaza Strip,31.341908688,34.2781320856,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107510,2025-07-12,2025-07-14,2025,6,1
2025-06-01,OPT,PSE,Gaza Strip,31.4560503043,34.4124442737,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107527,2025-07-13,2025-07-13,2025,6,1
2025-05-30,OPT,PSE,Gaza Strip,31.3181544963,34.2406095676,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107526,2025-07-13,2025-07-13,2025,5,1
2025-06-07,OPT,PSE,Gaza Strip,31.3502,34.3081,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,"Violence Affecting Marketgoers, Attack On a Market/Restaurant/Supermarket/Bakery",105647,2025-07-05,2025-07-05,2025,6,1
2025-05-29,OPT,PSE,Gaza Strip,31.3084659,34.2865698,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,Attack On Distribution Site,110124,2025-07-22,2025-07-29,2025,5,1
2025-05-28,OPT,PSE,Gaza Strip,31.5166666667,34.45,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Aid Systems,"Disruption Of Aid, Attack On Aid Workers Carrying Out Food-Related Programme",110117,2025-07-22,2025-09-22,2025,5,1
2025-05-28,OPT,PSE,Gaza Strip,31.3087684725,34.2879867554,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,Attack On Distribution Site,110118,2025-07-22,2025-09-23,2025,5,1
2025-05-28,OPT,PSE,Gaza Strip,31.4183455,34.3502476,(2) 25 km precision,Multiple,"Beneficiaries, Israeli Defence Forces","Firearms, Unarmed Perpetrator",Aid Systems,"Looting Of Food Aid, Incident Affecting People Seeking Food Aid",110119,2025-07-22,2025-07-29,2025,5,1
2025-05-27,OPT,PSE,Gaza Strip,31.5128679,34.4581358,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Aerial Bomb: No Information on Platform Type,Aid Systems,Attack On Distribution Site,99611,2025-06-06,2025-06-30,2025,5,1
2025-05-27,OPT,PSE,Gaza Strip,31.4183455,34.3502476,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",99619,2025-06-07,2025-07-08,2025,5,1
2025-05-27,OPT,PSE,Gaza Strip,31.5128679,34.4581358,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Attack On Aid Workers Carrying Out Food-Related Programme, Attack On Distribution Site",110116,2025-07-22,2025-09-22,2025,5,1
2025-06-03,OPT,PSE,Gaza Strip,31.5272,34.4835,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,"Attack On a Market/Restaurant/Supermarket/Bakery, Access Constraints",105613,2025-07-05,2025-07-05,2025,6,1
2025-05-29,OPT,PSE,Gaza Strip,31.5045,34.4743,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,100195,2025-06-10,2025-06-30,2025,5,1
2025-05-21,OPT,PSE,Gaza Strip,31.3369,34.2925,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,100127,2025-06-10,2025-06-30,2025,5,1
2025-05-18,OPT,PSE,Gaza Strip,31.4178,34.3503,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,100099,2025-06-10,2025-06-30,2025,5,1
2025-05-16,OPT,PSE,Gaza Strip,31.3691,34.2734,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Damage/Destruction Of Commercial Food Transport,100084,2025-06-10,2025-08-06,2025,5,1
2025-05-15,OPT,PSE,Gaza Strip,31.5245,34.4326,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Shelling,Food Supply,Damage/Destruction Of Commercial Food Transport,100081,2025-06-10,2025-08-06,2025,5,1
2025-05-19,OPT,PSE,Gaza Strip,31.536,34.4907,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Food Supply,"Attack On a Market/Restaurant/Supermarket/Bakery, Access Constraints",100108,2025-06-10,2025-06-30,2025,5,1
2025-05-19,OPT,PSE,Gaza Strip,31.5290924248,34.4840203437,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,100635,2025-06-16,2025-06-28,2025,5,1
2025-05-13,OPT,PSE,Gaza Strip,31.4988,34.4699,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,"Violence Affecting Marketgoers, Attack On a Market/Restaurant/Supermarket/Bakery",100059,2025-06-10,2025-06-30,2025,5,1
2025-05-09,OPT,PSE,Gaza Strip,31.5887,34.4959,(7) Estimated sea/air coordinates,Host Government: Military,Israeli Defence Forces,Firearms,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,100035,2025-06-10,2025-09-23,2025,5,1
2025-05-09,OPT,PSE,Gaza Strip,31.5245,34.4326,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,100036,2025-06-10,2025-09-23,2025,5,1
2025-05-08,OPT,PSE,Gaza Strip,31.3822,34.271,(7) Estimated sea/air coordinates,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,100026,2025-06-10,2025-09-23,2025,5,1
2025-05-12,OPT,PSE,Gaza Strip,31.4988,34.4699,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Food Supply,"Violence Affecting Marketgoers, Attack On a Market/Restaurant/Supermarket/Bakery",100052,2025-06-10,2025-06-30,2025,5,1
2025-05-12,OPT,PSE,Gaza Strip,31.5172,34.4642,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: No Information on Platform Type,Food Supply,"Attack On a Market/Restaurant/Supermarket/Bakery, Access Constraints",100053,2025-06-10,2025-07-14,2025,5,1
2025-05-08,OPT,PSE,Gaza Strip,31.5168,34.4355,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,100027,2025-06-10,2025-06-30,2025,5,1
2025-05-07,OPT,PSE,Gaza Strip,31.2842,34.2482,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,100014,2025-06-10,2025-06-30,2025,5,1
2025-05-06,OPT,PSE,Gaza Strip,31.5887,34.4959,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,99998,2025-06-10,2025-06-30,2025,5,1
2025-05-07,OPT,PSE,Gaza Strip,31.4988,34.4699,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Food Supply,"Attack On a Market/Restaurant/Supermarket/Bakery, Access Constraints",100012,2025-06-10,2025-06-30,2025,5,1
2025-05-07,OPT,PSE,Gaza Strip,31.5168,34.4355,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,100013,2025-06-10,2025-06-30,2025,5,1
2025-05-03,OPT,PSE,Gaza Strip,31.5304,34.4215,(7) Estimated sea/air coordinates,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,99960,2025-06-10,2025-09-23,2025,5,1
2025-05-02,OPT,PSE,Gaza Strip,31.5594,34.4875,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,99949,2025-06-10,2025-06-30,2025,5,1
2025-05-02,OPT,PSE,Gaza Strip,31.3822,34.271,(7) Estimated sea/air coordinates,Host Government: Military,Israeli Defence Forces,Shelling,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,99950,2025-06-10,2025-09-23,2025,5,1
2025-05-02,OPT,PSE,Gaza Strip,31.2952,34.3332,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,99951,2025-06-10,2025-06-30,2025,5,1
2025-05-02,OPT,PSE,Gaza Strip,31.5183186693,34.4553520249,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Missile,Aid Systems,Attack On Distribution Site,105184,2025-07-03,2025-09-23,2025,5,1
2025-05-02,OPT,PSE,Gaza Strip,31.5204363,34.4504506,(2) 25 km precision,Multiple,"Criminal, Israeli Defence Forces","Firearms, No Information on the Weapon Used",Aid Systems,"Disruption Of Aid, Looting Of Food Aid",105185,2025-07-03,2025-09-23,2025,5,1
2025-05-01,OPT,PSE,Gaza Strip,31.3294,34.2299,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,99942,2025-06-10,2025-09-23,2025,5,1
2025-05-01,OPT,PSE,Gaza Strip,31.5541,34.5016,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,99943,2025-06-10,2025-06-30,2025,5,1
2025-05-01,OPT,PSE,Gaza Strip,31.3191,34.3401,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,99944,2025-06-10,2025-06-30,2025,5,1
2025-04-30,OPT,PSE,Gaza Strip,31.5245,34.4326,(7) Estimated sea/air coordinates,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,99931,2025-06-10,2025-09-23,2025,4,1
2025-05-05,OPT,PSE,Gaza Strip,31.5045,34.4743,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,99977,2025-06-10,2025-06-30,2025,5,1
