Date,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Food System Impact,All Food Security Categories,Event ID,Date Event Entered,Date Event Modified,Year,Month,post_oct7
2025-08-02,OPT,PSE,Gaza Strip,31.4694480698,34.4315869394,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116652,2025-09-17,2025-09-18,2025,8,1
2025-08-02,OPT,PSE,Gaza Strip,31.3044051195,34.2810453409,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116654,2025-09-17,2025-09-18,2025,8,1
2025-08-02,OPT,PSE,Gaza Strip,31.5785354265,34.5018788071,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117129,2025-09-26,2025-09-29,2025,8,1
2025-08-02,OPT,PSE,Gaza Strip,31.5105811332,34.4569107716,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Aid Systems,Attack On Distribution Site,117138,2025-09-26,2025-10-11,2025,8,1
2025-08-02,OPT,PSE,Gaza Strip,31.5327503488,34.470110749,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117139,2025-09-26,2025-09-29,2025,8,1
2025-08-02,OPT,PSE,Gaza Strip,31.2830204,34.2805069,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117250,2025-09-27,2025-10-06,2025,8,1
2025-08-02,OPT,PSE,Gaza Strip,31.2830204,34.2805069,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117251,2025-09-27,2025-10-06,2025,8,1
2025-08-01,OPT,PSE,Gaza Strip,31.2999682257,34.2828377119,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Sniper,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116645,2025-09-17,2025-09-18,2025,8,1
2025-08-01,OPT,PSE,Gaza Strip,31.2963195491,34.2447495389,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116646,2025-09-17,2025-09-18,2025,8,1
2025-08-01,OPT,PSE,Gaza Strip,31.2952744247,34.280094777,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116647,2025-09-17,2025-09-18,2025,8,1
2025-08-01,OPT,PSE,Gaza Strip,31.4696676893,34.4314931965,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Shelling,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117136,2025-09-26,2025-09-29,2025,8,1
2025-08-01,OPT,PSE,Gaza Strip,31.5178251189,34.4505502028,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117137,2025-09-26,2025-10-01,2025,8,1
2025-08-01,OPT,PSE,Gaza Strip,31.5617891787,34.4893456329,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117141,2025-09-26,2025-09-29,2025,8,1
2025-07-31,OPT,PSE,Gaza Strip,31.2961545302,34.2847266139,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116643,2025-09-17,2025-09-18,2025,7,1
2025-07-31,OPT,PSE,Gaza Strip,31.4695670304,34.4316458595,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116644,2025-09-17,2025-09-18,2025,7,1
2025-07-31,OPT,PSE,Gaza Strip,31.2958428271,34.2459297608,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116653,2025-09-17,2025-09-18,2025,7,1
2025-07-31,OPT,PSE,Gaza Strip,31.5617891787,34.4893456329,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117135,2025-09-26,2025-09-29,2025,7,1
2025-07-30,OPT,PSE,Gaza Strip,31.2993815134,34.2838659705,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116642,2025-09-17,2025-09-18,2025,7,1
2025-07-30,OPT,PSE,Gaza Strip,31.579924718,34.4864338115,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117128,2025-09-26,2025-09-29,2025,7,1
2025-07-30,OPT,PSE,Gaza Strip,31.5103616097,34.4576096025,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117132,2025-09-26,2025-09-29,2025,7,1
2025-07-30,OPT,PSE,Gaza Strip,31.4703265448,34.4306340663,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117133,2025-09-26,2025-09-29,2025,7,1
2025-07-30,OPT,PSE,Gaza Strip,31.4721566746,34.4340705872,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117134,2025-09-26,2025-09-29,2025,7,1
2025-07-29,OPT,PSE,Gaza Strip,31.3008482874,34.2866155159,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116641,2025-09-17,2025-09-18,2025,7,1
2025-07-29,OPT,PSE,Gaza Strip,31.4574047949,34.412012116,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116772,2025-09-19,2025-10-07,2025,7,1
2025-07-29,OPT,PSE,Gaza Strip,31.5017906439,34.4665683448,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117094,2025-09-25,2025-09-29,2025,7,1
2025-07-29,OPT,PSE,Gaza Strip,31.5785354265,34.5018788071,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117097,2025-09-25,2025-09-29,2025,7,1
2025-07-29,OPT,PSE,Gaza Strip,31.5617160443,34.4892597198,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117131,2025-09-26,2025-09-29,2025,7,1
2025-07-29,OPT,PSE,Gaza Strip,31.5756105345,34.4864151931,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117295,2025-09-28,2025-09-29,2025,7,1
2025-07-28,OPT,PSE,Gaza Strip,31.4675,34.4097,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Food Supply,Damage/Destruction Of Commercial Food Transport,114054,2025-08-26,2025-08-26,2025,7,1
2025-07-28,OPT,PSE,Gaza Strip,31.4675,34.4097,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Food Supply,Damage/Destruction Of Commercial Food Transport,114415,2025-08-26,2025-08-26,2025,7,1
2025-07-28,OPT,PSE,Gaza Strip,31.2949877064,34.2942517521,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Attack On Aid Workers Carrying Out Food-Related Programme, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",115779,2025-09-09,2025-09-14,2025,7,1
2025-07-28,OPT,PSE,Gaza Strip,31.4553181307,34.414930942,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Aid Systems,"Attack On Aid Workers Carrying Out Food-Related Programme, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116506,2025-09-15,2025-09-22,2025,7,1
2025-07-28,OPT,PSE,Gaza Strip,31.5514401031,34.4855262084,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117088,2025-09-25,2025-09-29,2025,7,1
2025-07-28,OPT,PSE,Gaza Strip,31.5831419452,34.5043774477,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Attack On Aid Workers Carrying Out Food-Related Programme, Attack On Distribution Site",117089,2025-09-25,2025-10-11,2025,7,1
2025-07-28,OPT,PSE,Gaza Strip,31.4750848079,34.4258138804,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117090,2025-09-25,2025-09-29,2025,7,1
2025-07-28,OPT,PSE,Gaza Strip,31.5017906439,34.4665683448,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117092,2025-09-25,2025-09-29,2025,7,1
2025-07-28,OPT,PSE,Gaza Strip,31.5486972228,34.4987950023,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117294,2025-09-28,2025-09-29,2025,7,1
2025-07-27,OPT,PSE,Gaza Strip,31.2990881558,34.2666516225,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116494,2025-09-15,2025-09-18,2025,7,1
2025-07-27,OPT,PSE,Gaza Strip,31.4695212764,34.4313167679,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116499,2025-09-15,2025-09-18,2025,7,1
2025-07-27,OPT,PSE,Gaza Strip,31.5027511434,34.4682312012,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116505,2025-09-15,2025-09-18,2025,7,1
2025-07-27,OPT,PSE,Gaza Strip,31.5356020826,34.4470303046,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117069,2025-09-25,2025-10-04,2025,7,1
2025-07-27,OPT,PSE,Gaza Strip,31.561496641,34.4907188416,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117087,2025-09-25,2025-09-29,2025,7,1
2025-07-27,OPT,PSE,Gaza Strip,31.2752047,34.2558269,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117248,2025-09-27,2025-10-06,2025,7,1
2025-07-26,OPT,PSE,Gaza Strip,31.3443293,34.3095897,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",115795,2025-09-10,2025-09-10,2025,7,1
2025-07-26,OPT,PSE,Gaza Strip,31.3104550926,34.2718487909,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116453,2025-09-15,2025-09-18,2025,7,1
2025-07-26,OPT,PSE,Gaza Strip,31.577072992,34.5102862195,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117082,2025-09-25,2025-09-29,2025,7,1
2025-07-26,OPT,PSE,Gaza Strip,31.5826301211,34.4905471802,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117292,2025-09-28,2025-09-29,2025,7,1
2025-07-26,OPT,PSE,Gaza Strip,31.3513137426,34.2636290707,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,Attack On Distribution Site,118120,2025-10-07,2025-10-07,2025,7,1
2025-07-25,OPT,PSE,Gaza Strip,31.2990881558,34.2666516225,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116451,2025-09-15,2025-09-18,2025,7,1
2025-07-25,OPT,PSE,Gaza Strip,31.2830204,34.2805069,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116452,2025-09-15,2025-09-18,2025,7,1
2025-07-25,OPT,PSE,Gaza Strip,31.5826301211,34.4905471802,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117291,2025-09-28,2025-10-07,2025,7,1
2025-07-24,OPT,PSE,Gaza Strip,31.4214,34.3865,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,114035,2025-08-26,2025-08-26,2025,7,1
2025-07-24,OPT,PSE,Gaza Strip,31.4214,34.3865,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,114396,2025-08-26,2025-08-26,2025,7,1
2025-07-24,OPT,PSE,Gaza Strip,31.3370681668,34.3032628666,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",115777,2025-09-09,2025-09-09,2025,7,1
2025-07-24,OPT,PSE,Gaza Strip,31.3443293,34.3095897,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",115794,2025-09-10,2025-09-10,2025,7,1
2025-07-24,OPT,PSE,Gaza Strip,31.4428699961,34.4025277933,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",115846,2025-09-11,2025-09-11,2025,7,1
2025-07-24,OPT,PSE,Gaza Strip,31.4553181307,34.414930942,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116449,2025-09-15,2025-09-18,2025,7,1
2025-07-24,OPT,PSE,Gaza Strip,31.2990881558,34.2666516225,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116450,2025-09-15,2025-10-07,2025,7,1
2025-07-24,OPT,PSE,Gaza Strip,31.2830204,34.2805069,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Sniper,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116640,2025-09-17,2025-09-18,2025,7,1
2025-07-24,OPT,PSE,Gaza Strip,31.2830204,34.2805069,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117252,2025-09-27,2025-10-06,2025,7,1
2025-08-20,OPT,PSE,Gaza Strip,31.532192,34.4667695,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,117351,2025-09-29,2025-10-04,2025,8,1
2025-08-20,OPT,PSE,Gaza Strip,31.4482157917,34.393408289,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,117751,2025-10-03,2025-10-13,2025,8,1
2025-07-23,OPT,PSE,Gaza Strip,31.3266152,34.2890023,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",115778,2025-09-09,2025-09-09,2025,7,1
2025-07-23,OPT,PSE,Gaza Strip,31.4553181307,34.414930942,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116446,2025-09-15,2025-09-17,2025,7,1
2025-07-23,OPT,PSE,Gaza Strip,31.2990881558,34.2666516225,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116447,2025-09-15,2025-09-18,2025,7,1
2025-07-23,OPT,PSE,Gaza Strip,31.5356020826,34.4470303046,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116448,2025-09-15,2025-09-26,2025,7,1
2025-07-22,OPT,PSE,Gaza Strip,31.4178,34.3503,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,114019,2025-08-26,2025-08-26,2025,7,1
2025-07-22,OPT,PSE,Gaza Strip,31.4178,34.3503,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,114380,2025-08-26,2025-08-26,2025,7,1
2025-07-22,OPT,PSE,Gaza Strip,31.4441517746,34.4053608202,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,Incident Affecting People Seeking Food Aid,116445,2025-09-15,2025-09-15,2025,7,1
2025-07-22,OPT,PSE,Gaza Strip,31.4851626,34.4146933,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116757,2025-09-19,2025-09-19,2025,7,1
2025-07-22,OPT,PSE,Gaza Strip,31.295732814,34.2459085453,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116760,2025-09-19,2025-09-19,2025,7,1
2025-07-21,OPT,PSE,Gaza Strip,31.4005,34.3375,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Food Production,Damage/Destruction Of Agricultural Land,114011,2025-08-26,2025-08-26,2025,7,1
2025-07-23,OPT,PSE,Gaza Strip,31.5045,34.4743,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,"Attack On a Market/Restaurant/Supermarket/Bakery, Access Constraints",114026,2025-08-26,2025-08-26,2025,7,1
2025-07-21,OPT,PSE,Gaza Strip,31.4005,34.3375,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Food Production,Damage/Destruction Of Agricultural Land,114372,2025-08-26,2025-08-26,2025,7,1
2025-07-23,OPT,PSE,Gaza Strip,31.5045,34.4743,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,"Attack On a Market/Restaurant/Supermarket/Bakery, Access Constraints",114387,2025-08-26,2025-08-26,2025,7,1
2025-07-21,OPT,PSE,Gaza Strip,31.4005,34.3375,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,114013,2025-08-26,2025-08-26,2025,7,1
2025-07-21,OPT,PSE,Gaza Strip,31.5356020826,34.4470303046,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116441,2025-09-13,2025-10-04,2025,7,1
2025-07-21,OPT,PSE,Gaza Strip,31.502745,34.414577,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116444,2025-09-15,2025-09-15,2025,7,1
2025-07-21,OPT,PSE,Gaza Strip,31.4869428108,34.4424819946,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117079,2025-09-25,2025-09-29,2025,7,1
2025-07-20,OPT,PSE,Gaza Strip,31.2958244916,34.2458440298,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",113057,2025-08-15,2025-09-17,2025,7,1
2025-07-20,OPT,PSE,Gaza Strip,31.5501269,34.5033134,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",113064,2025-08-15,2025-08-18,2025,7,1
2025-07-20,OPT,PSE,Gaza Strip,31.4432234,34.360007,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",113100,2025-08-16,2025-08-18,2025,7,1
2025-07-20,OPT,PSE,Gaza Strip,31.3822,34.271,(7) Estimated sea/air coordinates,Host Government: Military,Israeli Defence Forces,Firearm: Boat,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,114005,2025-08-26,2025-09-05,2025,7,1
2025-07-20,OPT,PSE,Gaza Strip,31.3822,34.271,(7) Estimated sea/air coordinates,Host Government: Military,Israeli Defence Forces,Firearm: Boat,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,114366,2025-08-26,2025-09-05,2025,7,1
2025-07-20,OPT,PSE,Gaza Strip,31.3374002515,34.3096109031,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116443,2025-09-15,2025-09-15,2025,7,1
2025-07-19,OPT,PSE,Gaza Strip,31.3443293,34.3095897,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",113031,2025-08-15,2025-08-18,2025,7,1
2025-07-18,OPT,PSE,Gaza Strip,31.5166666667,34.45,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",113027,2025-08-15,2025-08-18,2025,7,1
2025-07-18,OPT,PSE,Gaza Strip,31.2752047,34.2558269,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",113028,2025-08-15,2025-08-18,2025,7,1
2025-07-18,OPT,PSE,Gaza Strip,31.3443293,34.3095897,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",113030,2025-08-15,2025-08-18,2025,7,1
2025-07-17,OPT,PSE,Gaza Strip,31.3624,34.2949,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,113988,2025-08-26,2025-08-26,2025,7,1
2025-07-17,OPT,PSE,Gaza Strip,31.3624,34.2949,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,114349,2025-08-26,2025-08-26,2025,7,1
2025-07-16,OPT,PSE,Gaza Strip,31.3443293,34.3095897,(2) 25 km precision,Host Government: Military,"Israeli Defence Forces, US Military",Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",113018,2025-08-15,2025-08-18,2025,7,1
2025-07-21,OPT,PSE,Gaza Strip,31.4005,34.3375,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,114374,2025-08-26,2025-08-26,2025,7,1
2025-07-21,OPT,PSE,Gaza Strip,31.3547432321,34.2649714547,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,115793,2025-09-10,2025-09-26,2025,7,1
2025-07-15,OPT,PSE,Gaza Strip,31.5356020826,34.4470303046,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",112727,2025-08-12,2025-08-31,2025,7,1
2025-07-15,OPT,PSE,Gaza Strip,31.2752047,34.2558269,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",113012,2025-08-15,2025-08-18,2025,7,1
2025-07-15,OPT,PSE,Gaza Strip,31.5245,34.4326,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Shelling,Food Supply,Damage/Destruction Of Commercial Food Transport,113964,2025-08-26,2025-09-05,2025,7,1
2025-07-15,OPT,PSE,Gaza Strip,31.5245,34.4326,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Shelling,Food Supply,Damage/Destruction Of Commercial Food Transport,114325,2025-08-26,2025-09-05,2025,7,1
2025-07-14,OPT,PSE,Gaza Strip,31.4482157917,34.393408289,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",112724,2025-08-12,2025-08-31,2025,7,1
2025-07-14,OPT,PSE,Gaza Strip,31.2752047,34.2558269,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",112726,2025-08-12,2025-08-13,2025,7,1
2025-07-16,OPT,PSE,Gaza Strip,31.4646,34.3592,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,113976,2025-08-26,2025-09-05,2025,7,1
2025-07-16,OPT,PSE,Gaza Strip,31.4646,34.3592,(7) Estimated sea/air coordinates,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,114337,2025-08-26,2025-09-23,2025,7,1
2025-07-14,OPT,PSE,Gaza Strip,31.4486,34.3925,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Damage/Destruction Of Commercial Food Transport,113954,2025-08-26,2025-08-26,2025,7,1
2025-07-14,OPT,PSE,Gaza Strip,31.4384767815,34.4034718931,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,113093,2025-08-16,2025-08-31,2025,7,1
2025-07-14,OPT,PSE,Gaza Strip,31.4486,34.3925,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Damage/Destruction Of Commercial Food Transport,114315,2025-08-26,2025-08-26,2025,7,1
