Date,Country,Country ISO,Admin 1,Geo Precision,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Location of Incident,Number of Attacks on Health Facilities Reporting Destruction,Number of Attacks on Health Facilities Reporting Damaged,Forceful Entry into Health Facility,Occupation of Health Facility,Vicinity of Health Facility Affected,Health Transportation Destroyed,Health Transportation Damaged,Health Transportation Stolen/Hijacked,"Affects Access to Medicines, Vaccines And Other Health Products",Health Workers Killed,Health Workers Injured,Health Workers Kidnapped,Health Workers Arrested,Known Kidnapping or Arrest Outcome,Health Workers Threatened,Health Workers Assaulted,Health Workers Sexually Assaulted,Conflict-Related Violence,Political-Related Violence,COVID-19-Related Violence,Ebola-Related Violence,Vaccination-Related Violence,Attacks on Emergency Medical Services,Polio-Related Violence,Children's Health Services Affected,Attacks On Children's Hospitals,Women's Health Services Affected,Hospital Utilities Affected,SiND Event ID,Date Event Entered,Date Event Modified,Access Denied or Obstructed,Looting/Theft/Robbery/Burglary of Health Supplies
2021-05-14,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33531,2022-07-31,2024-11-24,0.0,0.0
2021-05-14,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33532,2022-07-31,2024-11-24,0.0,0.0
2021-05-14,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33652,2022-08-05,2025-01-10,1.0,0.0
2021-05-14,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33658,2022-08-05,2025-01-10,0.0,0.0
2021-05-14,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33659,2022-08-05,2025-01-10,0.0,0.0
2021-05-14,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33660,2022-08-05,2025-01-10,1.0,0.0
2021-05-14,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,No Information on the Weapon Used,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33661,2022-08-05,2024-11-24,1.0,0.0
2021-05-14,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33662,2022-08-05,2025-01-10,1.0,0.0
2021-05-14,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33663,2022-08-05,2025-01-10,1.0,0.0
2021-05-14,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33664,2022-08-05,2025-01-10,1.0,0.0
2021-05-14,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,No Information on the Weapon Used,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33665,2022-08-05,2024-11-24,1.0,0.0
2021-05-14,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,No Information on the Weapon Used,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33666,2022-08-05,2024-11-24,0.0,0.0
2021-05-14,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,No Information on the Weapon Used,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33667,2022-08-05,2024-11-24,0.0,0.0
2021-05-13,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,27437,2021-05-24,2024-11-24,0.0,0.0
2021-05-13,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33510,2022-07-29,2025-01-10,0.0,0.0
2021-05-13,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33522,2022-07-31,2025-01-10,1.0,0.0
2021-05-12,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,27619,2021-06-07,2024-11-24,1.0,0.0
2021-05-12,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Compound/Office Building,0,2,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,27622,2021-06-07,2024-11-24,0.0,0.0
2021-05-12,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33499,2022-07-29,2025-01-10,1.0,0.0
2021-05-12,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33500,2022-07-29,2025-01-10,1.0,0.0
2021-05-12,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33501,2022-07-29,2025-01-10,1.0,0.0
2021-05-12,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33503,2022-07-29,2025-01-10,1.0,0.0
2021-05-12,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33518,2022-07-30,2024-11-24,0.0,0.0
2021-05-12,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33519,2022-07-30,2024-11-24,0.0,0.0
2021-05-12,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33520,2022-07-30,2024-11-24,0.0,0.0
2021-05-12,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33521,2022-07-30,2024-11-24,0.0,0.0
2021-05-12,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,85136,2024-11-07,2024-11-24,0.0,0.0
2021-05-11,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,1,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,COVIDEvent,NotApplicable,Vaccination-related,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,27467,2021-05-25,2025-12-14,0.0,0.0
2021-05-11,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33320,2022-07-14,2025-01-10,0.0,0.0
2021-05-11,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33432,2022-07-24,2025-01-10,1.0,0.0
2021-05-11,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33433,2022-07-24,2025-01-10,1.0,0.0
2021-05-11,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33504,2022-07-29,2024-11-24,0.0,0.0
2021-05-11,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33505,2022-07-29,2024-11-24,0.0,0.0
2021-05-11,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33506,2022-07-29,2024-11-24,0.0,0.0
2021-05-10,OPT,PSE,Jerusalem District,censored,Government: Military,Israeli Defence Forces,Firearms,Project Site,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,27435,2021-05-24,2024-11-24,1.0,0.0
2021-05-10,OPT,PSE,Jerusalem District,censored,Government: Military,Israeli Defence Forces,No Information on the Weapon Used,Project Site,0,0,0,0,0,0,0,0,False,0,2,0,0,,2,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,27436,2021-05-24,2025-01-19,0.0,0.0
2021-05-10,OPT,PSE,Jerusalem District,censored,Government: Military,Israeli Defence Forces,No Information on the Weapon Used,Project Site,0,0,0,0,0,0,0,1,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,27444,2021-05-24,2025-01-19,1.0,0.0
2021-05-10,OPT,PSE,Jerusalem District,censored,Government: Military,Israeli Defence Forces,No Information on the Weapon Used,Health Building,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,27445,2021-05-24,2025-01-19,1.0,0.0
2021-05-10,OPT,PSE,Jerusalem District,censored,Police,Israeli police,Knife,Project Site,0,0,0,0,0,0,0,0,False,0,2,0,0,,2,2,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,27473,2021-05-25,2025-01-19,0.0,0.0
2021-05-10,OPT,PSE,Jerusalem District,censored,Police,Israeli police,No Information on the Weapon Used,Project Site,0,0,0,0,0,0,3,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,27474,2021-05-25,2025-01-19,0.0,0.0
2021-05-10,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33322,2022-07-14,2025-01-10,0.0,0.0
2021-05-10,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33323,2022-07-14,2025-01-10,0.0,0.0
2021-05-10,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33435,2022-07-24,2025-01-10,1.0,0.0
2021-05-10,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33436,2022-07-24,2025-01-10,0.0,0.0
2021-05-10,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33437,2022-07-24,2025-01-10,0.0,0.0
2021-05-10,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33438,2022-07-24,2025-01-10,0.0,0.0
2021-05-10,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33439,2022-07-24,2025-01-10,0.0,0.0
2021-05-10,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,0,1,0,0,,0,1,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33442,2022-07-24,2025-01-10,0.0,0.0
2021-05-10,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,0,0,0,0,,1,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33443,2022-07-24,2025-01-10,0.0,0.0
2021-05-09,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33324,2022-07-14,2025-01-10,1.0,0.0
2021-05-09,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33325,2022-07-14,2025-01-10,0.0,0.0
2021-05-09,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33326,2022-07-14,2025-01-10,0.0,0.0
2021-05-08,OPT,PSE,Jerusalem District,censored,Police,Israeli police,Hand Grenade,Health Building,0,0,1,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,27442,2021-05-24,2025-01-19,1.0,0.0
2021-05-07,OPT,PSE,Jerusalem District,censored,Government: Military,Israeli Defence Forces,No Information on the Weapon Used,Project Site,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,27439,2021-05-24,2025-01-19,1.0,0.0
2021-05-07,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,"Tasers, Live and Rubber Bullets",Other,0,0,0,0,0,0,0,0,False,0,0,0,0,,2,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,27615,2021-06-07,2025-01-19,0.0,0.0
2021-05-07,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33317,2022-07-14,2025-01-10,1.0,0.0
2021-05-07,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33318,2022-07-14,2025-01-10,1.0,0.0
2021-05-07,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33319,2022-07-14,2025-01-10,1.0,0.0
2021-05-07,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33321,2022-07-14,2025-01-10,1.0,0.0
2021-05-05,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33327,2022-07-14,2025-01-10,1.0,0.0
2021-05-05,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,0,1,0,0,,0,1,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33441,2022-07-24,2025-01-10,0.0,0.0
2021-05-04,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33315,2022-07-14,2025-01-10,1.0,0.0
2021-05-04,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33316,2022-07-14,2025-01-10,1.0,0.0
2021-05-02,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33314,2022-07-14,2025-01-10,1.0,0.0
2021-04-27,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33313,2022-07-14,2025-01-10,1.0,0.0
2021-04-23,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33312,2022-07-14,2025-01-10,0.0,0.0
2021-04-16,OPT,PSE,No Information,censored,No Information,Unidentified Armed Actor,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33272,2022-07-12,2025-01-10,1.0,0.0
2021-04-13,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33271,2022-07-12,2025-06-06,1.0,0.0
2021-04-12,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,0,1,0,1,NoInformation,0,1,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,27786,2021-06-15,2025-01-10,0.0,0.0
2021-03-24,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,0,0,0,0,,1,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33270,2022-07-12,2025-06-06,0.0,0.0
2021-03-23,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33252,2022-07-11,2025-06-06,0.0,0.0
2021-03-22,OPT,PSE,No Information,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33253,2022-07-11,2025-06-06,1.0,0.0
