Date,Event Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Location of Incident,Number of Attacks on Health Facilities Reporting Destruction,Number of Attacks on Health Facilities Reporting Damaged,Forceful Entry into Health Facility,Occupation of Health Facility,Vicinity of Health Facility Affected,Health Transportation Destroyed,Health Transportation Damaged,Health Transportation Stolen/Hijacked,"Affects Access to Medicines, Vaccines And Other Health Products",Health Workers Killed,Health Workers Injured,Health Workers Kidnapped,Health Workers Arrested,Known Kidnapping or Arrest Outcome,Health Workers Threatened,Health Workers Assaulted,Health Workers Sexually Assaulted,Conflict-Related Violence,Political-Related Violence,COVID-19-Related Violence,Ebola-Related Violence,Vaccination-Related Violence,Attacks on Emergency Medical Services,Polio-Related Violence,Children's Health Services Affected,Attacks On Children's Hospitals,Women's Health Services Affected,Hospital Utilities Affected,SiND Event ID,Date Event Entered,Date Event Modified,Food_Incidents_Count,Food_System_Impacts,Food_Security_Categories,Event_Description_Clean,Event_Description_Words,has_coords,Year,Month,post_oct7
2025-11-02,"02 November 2025: At an NGO medical facility, it was reported that an Israeli forces drone was nearby.",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Health Building,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,120568,2025-12-02,2025-12-13,,,,"At an NGO medical facility, it was reported that an Israeli forces drone was nearby.",15,1,2025,11,1
2025-11-02,02 November 2025: A health worker was injured at a field medical facility by Israeli forces fire.,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,False,0,1,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,120569,2025-12-02,2026-01-22,,,,A health worker was injured at a field medical facility by Israeli forces fire.,14,1,2025,11,1
2025-11-02,"02 November 2025: A medical health facility was raided by Israeli forces, detaining one person.",OPT,PSE,West Bank,32.4,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,1,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,120611,2025-12-03,2025-12-14,,,,"A medical health facility was raided by Israeli forces, detaining one person.",12,1,2025,11,1
2025-11-02,"02 November 2025: An ambulance transporting a child patient was intercepted by Israeli forces, delaying his urgent transfer. ",OPT,PSE,West Bank,32.1,35.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,AttacksOnEmergencyMedicalServices,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,120613,2025-12-03,2025-12-14,,,,"An ambulance transporting a child patient was intercepted by Israeli forces, delaying his urgent transfer.",15,1,2025,11,1
2025-11-01,01 November 2025: An ambulance transferring a Palestinian patient was blocked by Israeli forces at a checkpoint.,OPT,PSE,West Bank,32.2,35.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Checkpoint,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,AttacksOnEmergencyMedicalServices,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,120610,2025-12-03,2025-12-14,,,,An ambulance transferring a Palestinian patient was blocked by Israeli forces at a checkpoint.,14,1,2025,11,1
2025-10-30,30 October 2025: An ambulance was delayed for around 20 minutes by Israeli forces from reaching a child patient.,OPT,PSE,West Bank,31.9,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,AttacksOnEmergencyMedicalServices,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,120609,2025-12-03,2025-12-14,,,,An ambulance was delayed for around 20 minutes by Israeli forces from reaching a child patient.,16,1,2025,10,1
2025-10-28,"28 October 2025: The yard of a medical facility was hit by Israeli airstrikes. _x000D_
",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,120010,2025-11-19,2025-11-21,,,,The yard of a medical facility was hit by Israeli airstrikes. _x000D_,12,1,2025,10,1
2025-10-23,"As reported on 23 October 2025: A medical facility suspended elective surgeries amid shortages of essential drugs, disposables, and IV solutions. _x000D_
",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,120007,2025-11-19,2025-11-21,,,,"As reported on 23 October 2025: A medical facility suspended elective surgeries amid shortages of essential drugs, disposables, and IV solutions. _x000D_",22,1,2025,10,1
2025-10-23,"As reported on 23 October 2025: A medical facility suspended elective surgeries amid shortages of essential drugs, disposables, and IV solutions. _x000D_
",OPT,PSE,Gaza Strip,31.2,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,120008,2025-11-19,2025-11-21,,,,"As reported on 23 October 2025: A medical facility suspended elective surgeries amid shortages of essential drugs, disposables, and IV solutions. _x000D_",22,1,2025,10,1
2025-10-23,23 October 2025: A health worker was killed during Israeli airstrikes.,OPT,PSE,Gaza Strip,31.3,34.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,No Information,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,120009,2025-11-19,2025-11-21,,,,A health worker was killed during Israeli airstrikes.,8,1,2025,10,1
2025-10-23,"23 October 2025: In a camp, a Palestinian was shot and killed by Israeli forces during a raid. Soldiers prevented an ambulance from reaching him for at least 12 minutes.",OPT,PSE,West Bank,32.2,35.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,AttacksOnEmergencyMedicalServices,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,120608,2025-12-03,2025-12-14,,,,"In a camp, a Palestinian was shot and killed by Israeli forces during a raid. Soldiers prevented an ambulance from reaching him for at least 12 minutes.",27,1,2025,10,1
2025-10-21,21 October 2025: An ambulance was prevented from transferring a patient by Israeli forces. ,OPT,PSE,West Bank,32.1,35.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,AttacksOnEmergencyMedicalServices,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,120013,2025-11-19,2025-11-23,,,,An ambulance was prevented from transferring a patient by Israeli forces.,11,1,2025,10,1
2025-10-19,19 October 2025: The vicinity of a medical facility was struck by an Israeli drone.,OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,120006,2025-11-19,2025-11-21,,,,The vicinity of a medical facility was struck by an Israeli drone.,12,1,2025,10,1
2025-10-19,"19 October 2025: A camp was raided by Israeli forces with live ammunition, killing a Palestinian inside his home and assaulting a relative. Medical teams trying to reach the shot man were delayed, and a health worker physically assaulted. Four other people were detained, including one who was also shot and injured. ",OPT,PSE,West Bank,32.2,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Fist and Foot,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,1,0,0,,0,1,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,120012,2025-11-19,2025-11-23,,,,"A camp was raided by Israeli forces with live ammunition, killing a Palestinian inside his home and assaulting a relative. Medical teams trying to reach the shot man were delayed, and a health worker physically assaulted. Four other people were detained, including one who was also shot and injured.",49,1,2025,10,1
2025-10-13,"13 October 2025: A Red Cross health worker was attacked and injured by Israeli settlers, preventing him from reaching an affected family and forcing him to withdraw.",OPT,PSE,West Bank,31.6,35.1,(2) 25 km Precision ,Civilian,Israeli settlers,"Stones, Sticks and Gravel",Project Site,0,0,0,0,0,0,0,0,False,0,1,0,0,,0,1,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,120011,2025-11-19,2025-11-22,,,,"A Red Cross health worker was attacked and injured by Israeli settlers, preventing him from reaching an affected family and forcing him to withdraw.",24,1,2025,10,1
2025-10-11,"11 October 2025: In the vicinity of a makeshift medical facility, masked Hamas members exchanged fire with clan fighters. ",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Multiple,Unidentified Armed Actor,Firearms,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,119735,2025-11-12,2025-11-21,,,,"In the vicinity of a makeshift medical facility, masked Hamas members exchanged fire with clan fighters.",16,1,2025,10,1
2025-10-11,"11 October 2025: Ambulance crews were prevented by Israeli forces from reaching a patient._x000D_
",OPT,PSE,West Bank,31.4,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,AttacksOnEmergencyMedicalServices,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,119747,2025-11-12,2025-11-21,,,,Ambulance crews were prevented by Israeli forces from reaching a patient._x000D_,11,1,2025,10,1
2025-10-07,07 October 2025: The vicinity of a medical facility was bombed and fired upon by Israeli quadcopter drones.,OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,119719,2025-11-12,2026-01-20,,,,The vicinity of a medical facility was bombed and fired upon by Israeli quadcopter drones.,15,1,2025,10,1
2025-10-06,"06 October 2025: In the vicinity of a medical facility, a booby-trapped armoured vehicle and explosive-laden remotely-operated vehicles were detonated by Israeli forces.",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,VBIED,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,119732,2025-11-12,2025-11-21,,,,"In the vicinity of a medical facility, a booby-trapped armoured vehicle and explosive-laden remotely-operated vehicles were detonated by Israeli forces.",20,1,2025,10,1
2025-10-05,05 October 2025: The vicinity of a medical facility was shelled by Israeli artillery.,OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Artillery,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,119731,2025-11-12,2025-11-21,,,,The vicinity of a medical facility was shelled by Israeli artillery.,11,1,2025,10,1
2025-10-05,05 November 2025: An ambulance was prevented by Israeli forces while attempting to reach a Palestinian who had been shot and held by the same forces. ,OPT,PSE,West Bank,32.4,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,AttacksOnEmergencyMedicalServices,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,120614,2025-12-03,2025-12-14,,,,An ambulance was prevented by Israeli forces while attempting to reach a Palestinian who had been shot and held by the same forces.,23,1,2025,10,1
2025-10-04,04 October 2025: A health worker was killed by Israeli forces bombing. ,OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,No Information,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,119714,2025-11-12,2025-11-21,,,,A health worker was killed by Israeli forces bombing.,9,1,2025,10,1
2025-10-03,"03 October 2025: Access to a medical facility was restricted after Hamas imposed a curfew following clashes in the area between the Sahm Unit and a Palestinian clan._x000D_
",OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Other,Hamas,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,119730,2025-11-12,2025-11-21,,,,Access to a medical facility was restricted after Hamas imposed a curfew following clashes in the area between the Sahm Unit and a Palestinian clan._x000D_,25,1,2025,10,1
2025-10-03,03 October 2025: A UN agency centre for a disability was hit by an Israeli airstrike.,OPT,PSE,Gaza Strip,31.5,34.4,"(3) District, Communicipality or Commune ",Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Project Site,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,120023,2025-11-20,2025-11-21,,,,A UN agency centre for a disability was hit by an Israeli airstrike.,13,1,2025,10,1
2025-10-02,02 October 2025: The vicinity of a medical facility was struck by Israeli drones.,OPT,PSE,Gaza Strip,31.4,34.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,119729,2025-11-12,2025-11-21,,,,The vicinity of a medical facility was struck by Israeli drones.,11,1,2025,10,1
2025-10-02,02 October 2025: A health INGO team was hit by an Israeli forces airstrike while waiting to go to work; one health worker was killed and four were injured. All staff were clearly marked. One succumbed to their injuries days later.,OPT,PSE,Gaza Strip,31.4,34.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Road,0,0,0,0,0,0,0,0,False,2,4,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,119736,2025-11-12,2025-11-21,,,,A health INGO team was hit by an Israeli forces airstrike while waiting to go to work; one health worker was killed and four were injured. All staff were clearly marked. One succumbed to their injuries days later.,38,1,2025,10,1
2025-10-02,"02 October 2025: A health worker was arrested by Israeli special forces after they infiltrated a makeshift medical facility. Soldiers fired to disperse those attempting to intervene._x000D_
",OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,False,0,0,0,1,Freed,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,119739,2025-11-12,2026-02-05,,,,A health worker was arrested by Israeli special forces after they infiltrated a makeshift medical facility. Soldiers fired to disperse those attempting to intervene._x000D_,24,1,2025,10,1
2025-10-01,"01 October 2025: A tent sheltering IDPs inside a medical facility was hit by an Israeli airstrike, killing one person._x000D_
",OPT,PSE,Gaza Strip,31.4,34.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,119726,2025-11-12,2025-11-21,,,,"A tent sheltering IDPs inside a medical facility was hit by an Israeli airstrike, killing one person._x000D_",17,1,2025,10,1
2025-10-01,"01 October 2025: A tent sheltering IDPs near a medical facility was hit by an Israeli airstrike, killing four people and injuring an unspecified number of others._x000D_
",OPT,PSE,Gaza Strip,31.4,34.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,119728,2025-11-12,2025-11-21,,,,"A tent sheltering IDPs near a medical facility was hit by an Israeli airstrike, killing four people and injuring an unspecified number of others._x000D_",24,1,2025,10,1
2025-10-01,"01 October 2025: A Red Cross ambulance crew was assaulted and their ambulance seized by Israeli forces while on duty._x000D_
",OPT,PSE,West Bank,32.4,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,1,False,0,0,0,0,,1,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,119744,2025-11-12,2025-11-21,,,,A Red Cross ambulance crew was assaulted and their ambulance seized by Israeli forces while on duty._x000D_,17,1,2025,10,1
2025-10-01,01-02 October 2025: Medical access was obstructed by Israeli forces during a raid on the area. ,OPT,PSE,West Bank,32.4,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,119745,2025-11-12,2025-11-21,,,,01-02 October 2025: Medical access was obstructed by Israeli forces during a raid on the area.,16,1,2025,10,1
2025-09-30,"30 September 2025: The vicinity of a medical facility was hit by Israeli helicopter fire, injuring six people. _x000D_
",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,119718,2025-11-12,2025-11-21,2.0,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site","The vicinity of a medical facility was hit by Israeli helicopter fire, injuring six people. _x000D_",16,1,2025,9,1
2025-09-30,"30 September 2025: In a camp, the gate of an NGO medical facility was bombed by Israeli forces, injuring two health workers. One succumbed to his injuries on 07 October. ",OPT,PSE,Gaza Strip,31.4,34.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Unspecified Explosive,Health Building,0,1,0,0,0,0,0,0,False,1,2,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,119723,2025-11-12,2026-01-27,2.0,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site","In a camp, the gate of an NGO medical facility was bombed by Israeli forces, injuring two health workers. One succumbed to his injuries on 07 October.",27,1,2025,9,1
2025-09-30,30 September 2025: The vicinity of a Red Cross medical facility was hit by an Israeli airstrike.,OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,119724,2025-11-12,2025-11-21,2.0,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",The vicinity of a Red Cross medical facility was hit by an Israeli airstrike.,14,1,2025,9,1
2025-09-30,"30 September 2025: In the vicinity of a makeshift medical facility, Israeli forces were hit by Hamas mortar fire._x000D_
",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,NSA,Hamas,Mortar,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,119725,2025-11-12,2025-11-21,2.0,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site","In the vicinity of a makeshift medical facility, Israeli forces were hit by Hamas mortar fire._x000D_",16,1,2025,9,1
2025-09-30,30 September 2025: Tents sheltering IDPs near a medical health facility were reportedly struck with toxic gas bombs dropped by Israeli quadcopter drones. ,OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,"Tasers, Live and Rubber Bullets",Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,120774,2025-12-06,2026-01-04,2.0,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",Tents sheltering IDPs near a medical health facility were reportedly struck with toxic gas bombs dropped by Israeli quadcopter drones.,20,1,2025,9,1
2025-09-30,"30 September 2025: The vicinity of a medical health care facility was hit by an Israeli airstrike, killing four Palestinians and injuring an unspecified number of others. ",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,120775,2025-12-06,2026-01-04,2.0,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site","The vicinity of a medical health care facility was hit by an Israeli airstrike, killing four Palestinians and injuring an unspecified number of others.",24,1,2025,9,1
2025-09-29,"29 September 2025: A medical facility was shelled by Israeli artillery, killing and injuring an unspecified number of people._x000D_
",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Artillery,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,119716,2025-11-12,2025-11-21,2.0,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site","A medical facility was shelled by Israeli artillery, killing and injuring an unspecified number of people._x000D_",16,1,2025,9,1
2025-09-29,"29 September 2025: A medical facility was besieged and hit by an Israeli airstrike, injuring an unspecified number of people. Soldiers restricted movement in and out of the facility._x000D_
",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,1,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,119717,2025-11-12,2025-11-21,2.0,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site","A medical facility was besieged and hit by an Israeli airstrike, injuring an unspecified number of people. Soldiers restricted movement in and out of the facility._x000D_",26,1,2025,9,1
