Date,Country,Country ISO,Latitude,Longitude,Geo Precision,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Number of Attacks on Health Facilities Reporting Destruction,Number of Attacks on Health Facilities Reporting Damaged,Forceful Entry into Health Facility,Vicinity of Health Facility Affected,Occupation of Health Facility,Health Transportation Destroyed,Health Transportation Damaged,Health Transportation Abducted,Health Supplies Taken,Access Denied or Obstructed,Health Workers Killed,Health Workers Injured,Health Workers Arrested,Health Workers Kidnapped,Known Kidnapping or Arrest Outcome,Health Workers Threatened,Health Workers Assaulted,Health Workers Sexually Assaulted,Health Worker Profession,SiND Event ID,Year,Month,post_oct7
2024-12-31,OPT,PSE,32.4601429368,35.2877427919,(2) 25 km Precision ,Police,Palestinian National Security Forces,RPG,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,88062,2024,12,1
2024-12-30,OPT,PSE,31.5282137,34.4831674,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,87269,2024,12,1
2024-12-30,OPT,PSE,31.5038940682,34.4614505791,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Shelling,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,87268,2024,12,1
2024-12-29,OPT,PSE,31.5134844,34.4528214,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,1,0,0,0,0,0,0,0,False,3,0,0,0,,0,0,0,HospitalStaff,87267,2024,12,1
2024-12-29,OPT,PSE,31.5338797038,34.506565336,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Artillery,0,0,0,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,,87263,2024,12,1
2024-12-27,OPT,PSE,31.5338797038,34.506565336,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,87262,2024,12,1
2024-12-27,OPT,PSE,31.5351927833,34.5093655515,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,1,0,0,0,0,0,True,0,0,0,0,,0,0,0,,87261,2024,12,1
2024-12-27,OPT,PSE,31.9512519022,35.2119326704,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Fist and Foot,0,0,0,0,0,0,0,0,0,False,0,1,0,0,,0,1,0,ProgrammeStaff,87780,2024,12,1
2024-12-27,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,1,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,87246,2024,12,1
2024-12-27,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Knife,0,0,1,0,0,0,0,0,0,True,1,1,0,2,"Killed, StillInCaptivity",0,1,2,"HeadOfProgramme, Nurse",87238,2024,12,1
2024-12-26,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,1,0,0,0,0,False,5,0,0,0,,0,0,0,"Doctor, Paramedic, Technician",87237,2024,12,1
2024-12-26,OPT,PSE,31.4523617091,34.3889486144,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,,87260,2024,12,1
2024-12-25,OPT,PSE,32.3136127735,35.0349283566,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,False,0,1,0,0,,0,0,0,Paramedic,87279,2024,12,1
2024-12-25,OPT,PSE,31.9007323434,35.2115191508,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,1,0,0,ProgrammeStaff,87779,2024,12,1
2024-12-24,OPT,PSE,31.5128679,34.4581358,"(3) District, Communicipality or Commune ",Host Government: Military,Israeli Defence Forces,Aerial Bomb: No Information on Platform Type,0,0,0,0,0,0,0,0,0,False,2,0,0,0,,0,0,0,ProgrammeStaff,88386,2024,12,1
2024-12-24,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,87077,2024,12,1
2024-12-24,OPT,PSE,31.5338797038,34.506565336,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Artillery,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,87079,2024,12,1
2024-12-24,OPT,PSE,31.5351927833,34.5093655515,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,87094,2024,12,1
2024-12-24,OPT,PSE,32.1791437,35.3349466,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,87136,2024,12,1
2024-12-23,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,86861,2024,12,1
2024-12-23,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,0,0,0,0,1,0,0,0,0,False,0,5,0,0,,0,0,0,HospitalStaff,87076,2024,12,1
2024-12-22,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,87061,2024,12,1
2024-12-22,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,87074,2024,12,1
2024-12-22,OPT,PSE,31.4588325116,34.4074788019,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,87189,2024,12,1
2024-12-21,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,0,0,0,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,,87039,2024,12,1
2024-12-21,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,1,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,87035,2024,12,1
2024-12-21,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,,87036,2024,12,1
2024-12-21,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Artillery,0,0,0,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,,87037,2024,12,1
2024-12-21,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,Paramedic,87188,2024,12,1
2024-12-21,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,87038,2024,12,1
2024-12-21,OPT,PSE,31.5338797038,34.506565336,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,87085,2024,12,1
2024-12-20,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Shelling,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,87034,2024,12,1
2024-12-19,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,No Information on the Weapon Used,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,87187,2024,12,1
2024-12-19,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,,87033,2024,12,1
2024-12-19,OPT,PSE,32.2053935884,35.2865839068,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,Paramedic,87276,2024,12,1
2024-12-19,OPT,PSE,32.2053935884,35.2865839068,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,87778,2024,12,1
2024-12-18,OPT,PSE,31.4183455,34.3502476,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,87186,2024,12,1
2024-12-18,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,1,0,0,0,0,False,1,0,0,0,,0,0,0,Paramedic,87060,2024,12,1
2024-12-18,OPT,PSE,31.5165080723,34.4647976887,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Nurse,87182,2024,12,1
2024-12-18,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,87032,2024,12,1
2024-12-18,OPT,PSE,31.5338797038,34.506565336,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,0,0,0,0,1,0,0,0,0,False,0,1,0,0,,0,0,0,HospitalStaff,87082,2024,12,1
2024-12-17,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,0,0,0,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,,87031,2024,12,1
2024-12-17,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,87030,2024,12,1
2024-12-17,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,87029,2024,12,1
2024-12-17,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,87180,2024,12,1
2024-12-17,OPT,PSE,32.4601429368,35.2877427919,(2) 25 km Precision ,Police,Palestinian National Security Forces,Firearms,0,0,0,1,0,0,0,0,0,True,0,0,0,0,,0,0,0,,87272,2024,12,1
2024-12-17,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,86850,2024,12,1
2024-12-16,OPT,PSE,32.2205316,35.2569374,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,1,0,0,ProgrammeStaff,87777,2024,12,1
2024-12-16,OPT,PSE,32.2147254544,35.3052053059,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,Paramedic,87275,2024,12,1
2024-12-16,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,87028,2024,12,1
2024-12-15,OPT,PSE,31.528902,35.0944873,"(4) Province, State, Governorate ",Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,87336,2024,12,1
2024-12-15,OPT,PSE,31.5204042812,34.4886591437,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,1,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,87088,2024,12,1
2024-12-15,OPT,PSE,31.3478325696,34.2932331562,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,,87711,2024,12,1
2024-12-15,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,86843,2024,12,1
2024-12-15,OPT,PSE,31.5383834446,34.5012545837,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,0,0,0,0,0,0,1,0,0,False,0,3,0,0,,0,0,0,"AmbulanceDriver, ProgrammeStaff",86849,2024,12,1
2024-12-15,OPT,PSE,31.4482157917,34.393408289,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,0,0,0,0,0,False,5,0,0,0,,0,0,0,"HeadOfProgramme, ProgrammeStaff",87248,2024,12,1
2024-12-15,OPT,PSE,31.532192,34.4667695,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,NoInformation,87177,2024,12,1
2024-12-14,OPT,PSE,32.4620862094,35.2915349538,(2) 25 km Precision ,Police,Palestinian National Security Forces,Firearms,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,87274,2024,12,1
2024-12-14,OPT,PSE,32.468330249,35.2869923852,(2) 25 km Precision ,Police,Palestinian National Security Forces,Firearms,0,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,87273,2024,12,1
2024-12-14,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Shelling,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,87027,2024,12,1
2024-12-13,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Arson,0,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,,87024,2024,12,1
2024-12-13,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,0,0,0,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,,87023,2024,12,1
2024-12-12,OPT,PSE,31.7080219,35.1356062,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,87776,2024,12,1
2024-12-12,OPT,PSE,32.1881333,34.9679208,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,Paramedic,87135,2024,12,1
2024-12-12,OPT,PSE,31.3358973913,34.2507328744,"(3) District, Communicipality or Commune ",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,0,0,1,0,0,False,0,1,0,0,,0,0,0,NoInformation,87008,2024,12,1
2024-12-12,OPT,PSE,32.2053935884,35.2865839068,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,Paramedic,87137,2024,12,1
2024-12-12,OPT,PSE,31.4482157917,34.393408289,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Doctor,87011,2024,12,1
2024-12-12,OPT,PSE,31.4482157917,34.393408289,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,HeadOfProgramme,87010,2024,12,1
2024-12-12,OPT,PSE,31.54977,34.5024697,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Nurse,86524,2024,12,1
2024-12-12,OPT,PSE,31.5371396684,34.4975900835,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Doctor,86523,2024,12,1
2024-12-11,OPT,PSE,31.55012685,34.5033133774,"(3) District, Communicipality or Commune ",Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,87000,2024,12,1
2024-12-11,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,86709,2024,12,1
2024-12-11,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,86710,2024,12,1
2024-12-11,OPT,PSE,31.3478325696,34.2932331562,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,86972,2024,12,1
2024-12-11,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,,87707,2024,12,1
2024-12-11,OPT,PSE,31.5175095782,34.4454646253,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,86996,2024,12,1
2024-12-11,OPT,PSE,31.5128679,34.4581358,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,86997,2024,12,1
2024-12-11,OPT,PSE,31.7642353,35.2584499,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,Paramedic,87134,2024,12,1
2024-12-11,OPT,PSE,31.5128679,34.4581358,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,86998,2024,12,1
2024-12-11,OPT,PSE,31.5128679,34.4581358,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,86999,2024,12,1
2024-12-11,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,,87007,2024,12,1
2024-12-11,OPT,PSE,31.55012685,34.5033133774,"(3) District, Communicipality or Commune ",Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,87001,2024,12,1
2024-12-10,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,,86707,2024,12,1
2024-12-10,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,,86708,2024,12,1
2024-12-10,OPT,PSE,31.54977,34.5024697,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Doctor,86706,2024,12,1
2024-12-09,OPT,PSE,31.4432234,34.360007,"(4) Province, State, Governorate ",Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,86969,2024,12,1
2024-12-09,OPT,PSE,32.3210552,35.3689104,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Fire Arm Blunt Use,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,Paramedic,86899,2024,12,1
2024-12-09,OPT,PSE,32.3210552,35.3689104,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,Paramedic,87133,2024,12,1
2024-12-08,OPT,PSE,31.5351927833,34.5093655515,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,1,0,0,0,0,0,0,0,False,0,1,0,0,,0,0,0,Doctor,86702,2024,12,1
2024-12-08,OPT,PSE,31.5383832714,34.501276002,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Doctor,86703,2024,12,1
2024-12-08,OPT,PSE,31.524702727,34.4569014363,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Doctor,86704,2024,12,1
2024-12-08,OPT,PSE,31.5351927833,34.5093655515,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,0,1,0,0,0,0,0,0,0,False,0,6,0,0,,0,0,0,HospitalStaff,86705,2024,12,1
2024-12-08,OPT,PSE,31.5338797038,34.506565336,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,1,0,0,0,0,False,1,0,0,0,,0,0,0,Paramedic,86700,2024,12,1
2024-12-07,OPT,PSE,31.54977,34.5024697,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ProgrammeStaff,87025,2024,12,1
2024-12-07,OPT,PSE,31.8622959603,35.2274787533,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,Paramedic,86530,2024,12,1
2024-12-07,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,0,1,0,0,0,0,0,0,0,False,0,4,0,0,,0,0,0,HospitalStaff,86698,2024,12,1
2024-12-07,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,86695,2024,12,1
2024-12-07,OPT,PSE,31.9750753,35.2624526,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,1,0,0,0,0,0,0,False,0,1,0,0,,0,1,0,NoInformation,86974,2024,12,1
2024-12-07,OPT,PSE,31.9007323434,35.2115191508,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ProgrammeStaff,87774,2024,12,1
2024-12-06,OPT,PSE,31.5351927833,34.5093655515,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,1,0,0,0,0,0,0,0,False,0,3,0,0,,0,0,0,HospitalStaff,86694,2024,12,1
2024-12-06,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,1,0,0,False,0,0,0,0,,1,0,0,AmbulanceDriver,86693,2024,12,1
2024-12-06,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,1,1,0,0,0,0,0,0,True,4,0,0,0,,0,0,0,Doctor,86692,2024,12,1
2024-12-06,OPT,PSE,32.2205316,35.2569374,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,Paramedic,86493,2024,12,1
2024-12-05,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,1,0,0,0,0,0,0,0,False,0,1,0,0,,0,0,0,HospitalStaff,86660,2024,12,1
2024-12-05,OPT,PSE,32.4620862094,35.2915349538,(2) 25 km Precision ,Multiple,"Local population, Palestinian National Security Forces",Firearms,0,1,0,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,,86570,2024,12,1
2024-12-05,OPT,PSE,31.5351927833,34.5093655515,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,86691,2024,12,1
2024-12-05,OPT,PSE,32.4620862094,35.2915349538,(2) 25 km Precision ,Police,Palestinian National Security Forces,Firearms,0,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,88320,2024,12,1
2024-12-04,OPT,PSE,32.2233879,35.2398405,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,1,0,0,0,0,0,0,False,0,1,0,0,,0,1,0,Nurse,86976,2024,12,1
2024-12-04,OPT,PSE,31.350409231,34.252013207,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Paramedic,86589,2024,12,1
2024-12-04,OPT,PSE,31.4384767815,34.4034718931,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Doctor,86581,2024,12,1
2024-12-03,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,0,1,0,0,0,0,0,0,0,False,0,3,0,0,,0,0,0,"Administrator, Nurse, Technician",86576,2024,12,1
2024-12-03,OPT,PSE,31.5338797038,34.506565336,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,86583,2024,12,1
2024-12-03,OPT,PSE,31.5338797038,34.506565336,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Artillery,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,86582,2024,12,1
2024-12-03,OPT,PSE,32.3374193,35.3566332,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,1,1,0,0,0,0,0,0,False,0,1,0,5,Freed,0,1,0,"HeadOfProgramme, HospitalStaff",86977,2024,12,1
2024-12-02,OPT,PSE,31.5321330842,34.4945653572,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,No Information on the Weapon Used,1,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,86575,2024,12,1
