Date,Event Description,Admin 1,Latitude,Longitude,Geo Precision,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Location of Incident,Occupation of Health Facility,Vicinity of Health Facility Affected,"Affects Access to Medicines, Vaccines And Other Health Products",Health Workers Killed,Health Workers Injured,Health Workers Kidnapped,Health Workers Arrested,Known Kidnapping or Arrest Outcome,Health Workers Threatened,Health Workers Assaulted,Health Workers Sexually Assaulted,Attacks on Emergency Medical Services,Children's Health Services Affected,Attacks On Children's Hospitals,Women's Health Services Affected,Hospital Utilities Affected,SiND Event ID,Date Event Entered,Date Event Modified,_source,Looting/Theft/Robbery/Burglary of Health Supplies,Access Denied or Obstructed,Reported Health Worker Profession,description_clean,sgbv_type,severity_score,severity_label,Year,Month,Month_Name,Year_Month,Quarter,Week,Day_of_Week,post_oct7,Period_Binary,Conflict_Phase,Weapon_Category,Perpetrator_Simple,Total_Casualties,Severity_Score,Severity_Label,Has_Casualties,Lethal_Incident,Facility_Destroyed,Facility_Damaged,Forceful_Entry,Transport_Destroyed,Transport_Damaged,Transport_Stolen,Facility_Attack,Transport_Attack,Access_Disruption,Region,Desc_Word_Count,Desc_Char_Count,kw_hospital,kw_ambulance,kw_doctor,kw_nurse,kw_paramedic,kw_red_crescent,kw_un_staff,kw_mass_casualty,Map_Color,Map_Radius,protected_entity,residential_strike,children_affected,mass_casualty,repeat_target_text,days_since_oct7,days_since_last_attack,is_weekend,month_count,month_velocity_pct,targeting_score,targeting_label,targeting_map,casualty_intensity,topic,topic_reduced,theme,mode
2024-09-02,"02 September 2024: In Jabalia Refugee Camp, eight Palestinians were reportedly killed and an unspecified number injured, when they were hit near the gate of a school by Israeli forces bombing. ",Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,IDP/Refugee Camp,0,0,False,1,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,84810,2024-10-22,2025-04-11,insec,,,,"In Jabalia Refugee Camp, eight Palestinians were reportedly killed and an unspecified number injured, when they were hit near the gate of a school by Israeli forces bombing.",none,5,medium,2024,9,September,2024-09,2024Q3,36,Monday,1,Post Oct 7 2023,Jul 2024 onward,Airstrike,Israeli Forces,1,4.0,Medium,1,1,0,0,0,0,0,0,0,0,0,Gaza Strip,28,173,0,0,0,0,0,0,0,0,red,7.2,0,0,0,0,0,331,1.0,0,76,-20.833333333333336,0,,Not flagged,1,0,0,Airstrikes & Killings,Direct Violence
2024-09-02,02 September 2024: The vicinity of a medical facility was hit by an Israeli airstrike.,Gaza Strip,31.4,34.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,1,False,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,86265,2024-12-14,2025-04-11,insec,,,,The vicinity of a medical facility was hit by an Israeli airstrike.,none,0,minimal,2024,9,September,2024-09,2024Q3,36,Monday,1,Post Oct 7 2023,Jul 2024 onward,Airstrike,Israeli Forces,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,Gaza Strip,12,67,0,0,0,0,0,0,0,0,#4a90d9,4.0,0,0,0,0,0,331,0.0,0,76,-20.833333333333336,0,,Not flagged,0,-1,0,Airstrikes & Killings,Direct Violence
2024-09-02,"02 September 2024: A Red Cross ambulance crew on their way to collect casualties was denied access to the attack site by Israeli forces. After the area was cleared, it was discovered that there were no casualties._x000D_
",West Bank,32.3,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,True,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87683,2025-01-24,2025-04-11,insec,,,,"A Red Cross ambulance crew on their way to collect casualties was denied access to the attack site by Israeli forces. After the area was cleared, it was discovered that there were no casualties._x000D_",none,0,minimal,2024,9,September,2024-09,2024Q3,36,Monday,1,Post Oct 7 2023,Jul 2024 onward,Gunfire/Small Arms,Israeli Forces,0,0.0,,0,0,0,0,0,0,0,0,0,0,1,West Bank,34,201,0,1,0,0,0,1,0,0,#4a90d9,4.0,1,0,0,0,0,331,0.0,0,76,-20.833333333333336,3,Moderate,Targeted,0,1,1,Red Cross / Crescent Targeting,Direct Violence
2024-09-01,"01 September 2024: The vicinity of an NGO-supported medical facility was hit in an Israeli airstrike, killing two Palestinian and injuring several others. ",Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,1,False,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,77419,2024-09-16,2025-04-11,insec,,,,"The vicinity of an NGO-supported medical facility was hit in an Israeli airstrike, killing two Palestinian and injuring several others.",none,0,minimal,2024,9,September,2024-09,2024Q3,35,Sunday,1,Post Oct 7 2023,Jul 2024 onward,Airstrike,Israeli Forces,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,Gaza Strip,20,135,0,0,0,0,0,0,0,0,#4a90d9,4.0,0,0,0,0,0,330,0.0,0,76,-20.833333333333336,0,,Not flagged,0,0,0,Airstrikes & Killings,Direct Violence
2024-09-01,"01 September 2024: Water trucks were prevented from reaching a besieged medical facility by Israeli soldiers stationed at its gate, forcing the medical facility to suspend it dialysis services.",West Bank,32.4,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,True,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,79665,2024-09-23,2025-04-11,insec,,,,"Water trucks were prevented from reaching a besieged medical facility by Israeli soldiers stationed at its gate, forcing the medical facility to suspend it dialysis services.",none,0,minimal,2024,9,September,2024-09,2024Q3,35,Sunday,1,Post Oct 7 2023,Jul 2024 onward,Gunfire/Small Arms,Israeli Forces,0,0.0,,0,0,0,0,0,0,0,0,0,0,1,West Bank,26,174,0,0,0,0,0,0,0,0,#4a90d9,4.0,0,0,0,0,0,330,0.0,0,76,-20.833333333333336,0,,Not flagged,0,-1,2,Ambulance Access Denied,Access Denial
2024-09-01,"01 September 2024: In Jenin Refugee Camp, an unspecified number of ambulances were prevented from entering a besieged medical facility by Israeli forces. _x000D_
",West Bank,32.4,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,True,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,79696,2024-09-23,2025-04-11,insec,,,,"In Jenin Refugee Camp, an unspecified number of ambulances were prevented from entering a besieged medical facility by Israeli forces. _x000D_",none,0,minimal,2024,9,September,2024-09,2024Q3,35,Sunday,1,Post Oct 7 2023,Jul 2024 onward,Gunfire/Small Arms,Israeli Forces,0,0.0,,0,0,0,0,0,0,0,0,0,0,1,West Bank,21,142,0,0,0,0,0,0,0,0,#4a90d9,4.0,0,0,0,0,0,330,1.0,0,76,-20.833333333333336,0,,Not flagged,0,2,2,Ambulance Access Denied,Access Denial
2024-09-01,01 September 2024: The vicinity of a medical facility was hit by Israeli bombing. ,Gaza Strip,31.3,34.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Unspecified Explosive,Health Building,0,1,False,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,85319,2024-11-14,2025-04-11,insec,,,,The vicinity of a medical facility was hit by Israeli bombing.,none,0,minimal,2024,9,September,2024-09,2024Q3,35,Sunday,1,Post Oct 7 2023,Jul 2024 onward,Explosive/IED,Israeli Forces,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,Gaza Strip,11,62,0,0,0,0,0,0,0,0,#4a90d9,4.0,0,0,0,0,0,330,0.0,0,76,-20.833333333333336,0,,Not flagged,0,0,0,Airstrikes & Killings,Direct Violence
2024-08-31,"31 August 2024: A physiotherapist, his brother and two sisters were killed after an Israeli airstrike hit their home.",Gaza Strip,31.3,34.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Home,0,0,False,1,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,77353,2024-09-16,2025-04-11,insec,,,,"A physiotherapist, his brother and two sisters were killed after an Israeli airstrike hit their home.",none,5,medium,2024,8,August,2024-08,2024Q3,35,Saturday,1,Post Oct 7 2023,Jul 2024 onward,Airstrike,Israeli Forces,1,4.0,Medium,1,1,0,0,0,0,0,0,0,0,0,Gaza Strip,16,101,0,0,0,0,0,0,0,0,red,7.2,0,1,0,0,0,329,0.0,1,96,52.38095238095237,0,,Not flagged,1,-1,9,Residential / Home Strikes,Direct Violence
2024-08-31,"31 August 2024: The vicinity of a UN-agency clinic was hit in an Israeli air strike, killing a woman. _x000D_
",Gaza Strip,31.4,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,1,False,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,77386,2024-09-16,2025-04-11,insec,,,,"The vicinity of a UN-agency clinic was hit in an Israeli air strike, killing a woman. _x000D_",none,0,minimal,2024,8,August,2024-08,2024Q3,35,Saturday,1,Post Oct 7 2023,Jul 2024 onward,Airstrike,Israeli Forces,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,Gaza Strip,17,93,0,0,0,0,0,0,0,0,#4a90d9,4.0,0,0,0,0,0,329,0.0,1,96,52.38095238095237,0,,Not flagged,0,0,0,Airstrikes & Killings,Direct Violence
2024-08-31,"31 August 2024: Ambulances carrying patients were prevented from reaching a medical facility by Israeli forces._x000D_
",West Bank,32.4,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,True,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,79003,2024-09-20,2025-04-11,insec,,,,Ambulances carrying patients were prevented from reaching a medical facility by Israeli forces._x000D_,none,0,minimal,2024,8,August,2024-08,2024Q3,35,Saturday,1,Post Oct 7 2023,Jul 2024 onward,Gunfire/Small Arms,Israeli Forces,0,0.0,,0,0,0,0,0,0,0,0,0,0,1,West Bank,13,102,0,0,0,0,0,0,0,0,#4a90d9,4.0,0,0,0,0,0,329,0.0,1,96,52.38095238095237,0,,Not flagged,0,2,2,Ambulance Access Denied,Access Denial
2024-08-31,"31 August 2024: In Jenin Refugee Camp, ambulance teams were prevented from reaching an unspecified number of individuals killed by Israeli forces during a military operation inside the camp. _x000D_
",West Bank,32.4,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,True,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,79004,2024-09-20,2025-04-11,insec,,,,"In Jenin Refugee Camp, ambulance teams were prevented from reaching an unspecified number of individuals killed by Israeli forces during a military operation inside the camp. _x000D_",none,0,minimal,2024,8,August,2024-08,2024Q3,35,Saturday,1,Post Oct 7 2023,Jul 2024 onward,Gunfire/Small Arms,Israeli Forces,0,0.0,,0,0,0,0,0,0,0,0,0,0,1,West Bank,27,182,0,1,0,0,0,0,0,0,#4a90d9,4.0,0,0,0,0,0,329,0.0,1,96,52.38095238095237,0,,Not flagged,0,2,2,Ambulance Access Denied,Access Denial
2024-08-31,"31 August 2024: In Jenin Refugee Camp, a PRCS ambulance was fired upon by Israeli forces despite prior coordination for its entry into the camp.",West Bank,32.4,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,False,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,79005,2024-09-20,2025-04-11,insec,,,,"In Jenin Refugee Camp, a PRCS ambulance was fired upon by Israeli forces despite prior coordination for its entry into the camp.",none,0,minimal,2024,8,August,2024-08,2024Q3,35,Saturday,1,Post Oct 7 2023,Jul 2024 onward,Gunfire/Small Arms,Israeli Forces,0,0.0,,0,0,0,0,0,0,1,0,0,1,0,West Bank,22,128,0,1,0,0,0,0,0,0,blue,4.0,0,0,0,0,0,329,0.0,1,96,52.38095238095237,0,,Not flagged,0,2,2,Ambulance Access Denied,Access Denial
2024-08-31,"31 August 2024: In Jenin Refugee Camp, a PRCS team was prevented from reaching two deceased Palestinians by Israeli forces.",West Bank,32.4,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,True,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,84480,2024-10-10,2025-04-11,insec,,,,"In Jenin Refugee Camp, a PRCS team was prevented from reaching two deceased Palestinians by Israeli forces.",none,0,minimal,2024,8,August,2024-08,2024Q3,35,Saturday,1,Post Oct 7 2023,Jul 2024 onward,Gunfire/Small Arms,Israeli Forces,0,0.0,,0,0,0,0,0,0,0,0,0,0,1,West Bank,17,107,0,0,0,0,0,0,0,0,#4a90d9,4.0,0,0,0,0,0,329,0.0,1,96,52.38095238095237,0,,Not flagged,0,2,2,Ambulance Access Denied,Access Denial
2024-08-31,"31 August 2024: A Red Cross crew were forced from their ambulance, lined up on a wall with their hands up, and physically inspected by Israeli forces, after their IDs were confiscated. Their ambulance was attacked and fired at twice.",West Bank,32.4,35.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,True,0,0,0,0,,2,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87678,2025-01-23,2025-04-11,insec,,,,"A Red Cross crew were forced from their ambulance, lined up on a wall with their hands up, and physically inspected by Israeli forces, after their IDs were confiscated. Their ambulance was attacked and fired at twice.",none,0,minimal,2024,8,August,2024-08,2024Q3,35,Saturday,1,Post Oct 7 2023,Jul 2024 onward,Gunfire/Small Arms,Israeli Forces,0,1.0,Low,0,0,0,0,0,0,1,0,0,1,1,West Bank,37,217,0,1,0,0,0,1,0,0,blue,4.8,1,0,0,0,0,329,0.0,1,96,52.38095238095237,3,Moderate,Targeted,0,1,1,Red Cross / Crescent Targeting,Direct Violence
2024-08-31,31 August 2024: A Red Cross crew was partially stripped and physically inspected by Israeli forces during an inspection of their ambulance.,West Bank,32.4,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,True,0,0,0,0,,0,0,2,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87679,2025-01-23,2025-04-11,insec,,,,A Red Cross crew was partially stripped and physically inspected by Israeli forces during an inspection of their ambulance.,forced_stripping_detention,0,minimal,2024,8,August,2024-08,2024Q3,35,Saturday,1,Post Oct 7 2023,Jul 2024 onward,Gunfire/Small Arms,Israeli Forces,0,0.0,,0,0,0,0,0,0,0,0,0,0,1,West Bank,19,123,0,1,0,0,0,1,0,0,#4a90d9,4.0,1,0,0,0,0,329,1.0,1,96,52.38095238095237,3,Moderate,Targeted,0,1,1,Red Cross / Crescent Targeting,Direct Violence
2024-08-31,"31 August 2024: A Red Cross crew was yelled at, insulted with profanity, and forced out of the ambulance with their hands up by Israeli forces while they inspected the vehicle. The crew was denied access to their patient._x000D_
_x000D_
",West Bank,32.4,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,True,0,0,0,0,,1,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87680,2025-01-23,2025-04-11,insec,,,,"A Red Cross crew was yelled at, insulted with profanity, and forced out of the ambulance with their hands up by Israeli forces while they inspected the vehicle. The crew was denied access to their patient._x000D_ _x000D_",none,0,minimal,2024,8,August,2024-08,2024Q3,35,Saturday,1,Post Oct 7 2023,Jul 2024 onward,Gunfire/Small Arms,Israeli Forces,0,0.5,Low,0,0,0,0,0,0,0,0,0,0,1,West Bank,37,220,0,1,0,0,0,1,0,0,#4a90d9,4.4,1,0,0,0,0,329,0.0,1,96,52.38095238095237,3,Moderate,Targeted,0,1,1,Red Cross / Crescent Targeting,Direct Violence
2024-08-31,31 August 2024: A Red Cross ambulance travelling to a woman in labour was stopped and searched by Israeli forces. The crew were forced to step out and lift up their clothes.,West Bank,32.4,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,True,0,0,0,0,,0,0,1,NotApplicable,NotApplicable,NotApplicable,WomensHealthEvent,NotApplicable,87681,2025-01-23,2025-04-11,insec,,,,A Red Cross ambulance travelling to a woman in labour was stopped and searched by Israeli forces. The crew were forced to step out and lift up their clothes.,unverified_sgbv,0,minimal,2024,8,August,2024-08,2024Q3,35,Saturday,1,Post Oct 7 2023,Jul 2024 onward,Gunfire/Small Arms,Israeli Forces,0,0.0,,0,0,0,0,0,0,0,0,0,0,1,West Bank,29,157,0,1,0,0,0,1,0,0,#4a90d9,4.0,1,0,0,0,0,329,0.0,1,96,52.38095238095237,3,Moderate,Targeted,0,1,1,Red Cross / Crescent Targeting,Direct Violence
2024-08-30,"30 August 2024: Three Red Cross health workers were injured when their ambulance was fired at by Israeli forces, damaging it.",West Bank,32.4,35.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,False,0,3,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,78937,2024-09-20,2025-04-11,insec,,,,"Three Red Cross health workers were injured when their ambulance was fired at by Israeli forces, damaging it.",none,6,medium,2024,8,August,2024-08,2024Q3,35,Friday,1,Post Oct 7 2023,Jul 2024 onward,Gunfire/Small Arms,Israeli Forces,3,6.0,Medium,1,0,0,0,0,0,1,0,0,1,0,West Bank,18,109,0,1,0,0,0,1,0,0,orange,8.8,1,0,0,0,0,328,0.0,1,96,52.38095238095237,3,Moderate,Targeted,3,1,1,Red Cross / Crescent Targeting,Direct Violence
2024-08-30,Between 30 August - 01 September 2024: The movement of ambulances and medical teams was impeded and delayed by Israeli forces during a military operation.,West Bank,31.5,35.1,"(3) District, Communicipality or Commune ",Government: Military,Israeli Defence Forces,Firearms,Road,0,0,True,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,78938,2024-09-20,2025-06-06,insec,,,,Between 30 August - 01 September 2024: The movement of ambulances and medical teams was impeded and delayed by Israeli forces during a military operation.,none,0,minimal,2024,8,August,2024-08,2024Q3,35,Friday,1,Post Oct 7 2023,Jul 2024 onward,Gunfire/Small Arms,Israeli Forces,0,0.0,,0,0,0,0,0,0,0,0,0,0,1,West Bank,25,154,0,0,0,0,0,0,0,0,#4a90d9,4.0,0,0,0,0,0,328,0.0,1,96,52.38095238095237,0,,Not flagged,0,2,2,Ambulance Access Denied,Access Denial
2024-08-30,30 August 2024: A nurse and his brother were killed when Israeli airstrikes struck a home.,Gaza Strip,31.3,34.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Home,0,0,False,1,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,85379,2024-11-15,2025-04-11,insec,,,,A nurse and his brother were killed when Israeli airstrikes struck a home.,none,5,medium,2024,8,August,2024-08,2024Q3,35,Friday,1,Post Oct 7 2023,Jul 2024 onward,Airstrike,Israeli Forces,1,4.0,Medium,1,1,0,0,0,0,0,0,0,0,0,Gaza Strip,13,74,0,0,0,1,0,0,0,0,red,7.2,0,1,0,0,0,328,0.0,1,96,52.38095238095237,0,,Not flagged,1,0,0,Airstrikes & Killings,Direct Violence
2024-08-30,30 August 2024: A Red Cross ambulance was fired at and damaged by Israeli forces whome shone lasers at the crew. ,West Bank,32.4,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Project Site,0,0,False,0,0,0,0,,1,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87675,2025-01-23,2025-04-11,insec,,,,A Red Cross ambulance was fired at and damaged by Israeli forces whome shone lasers at the crew.,none,0,minimal,2024,8,August,2024-08,2024Q3,35,Friday,1,Post Oct 7 2023,Jul 2024 onward,Gunfire/Small Arms,Israeli Forces,0,0.5,Low,0,0,0,0,0,0,1,0,0,1,0,West Bank,18,96,0,1,0,0,0,1,0,0,blue,4.4,1,0,0,0,0,328,0.0,1,96,52.38095238095237,3,Moderate,Targeted,0,1,1,Red Cross / Crescent Targeting,Direct Violence
2024-08-30,"30 August 2024: A Red Cross ambulance was forced to take an alternative and longer route when Israeli forces fired preemptive bullets in the air, delaying their access to the patient.",West Bank,32.4,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,False,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87676,2025-01-23,2025-04-11,insec,,,,"A Red Cross ambulance was forced to take an alternative and longer route when Israeli forces fired preemptive bullets in the air, delaying their access to the patient.",none,0,minimal,2024,8,August,2024-08,2024Q3,35,Friday,1,Post Oct 7 2023,Jul 2024 onward,Gunfire/Small Arms,Israeli Forces,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,West Bank,28,167,0,1,0,0,0,1,0,0,#4a90d9,4.0,1,0,0,0,0,328,0.0,1,96,52.38095238095237,3,Moderate,Targeted,0,1,1,Red Cross / Crescent Targeting,Direct Violence
2024-08-30,30 August 2024: A Red Cross crew were denied access to a woman in labour by Israeli forces who forced them to leave the area.,West Bank,32.4,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Project Site,0,0,True,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,WomensHealthEvent,NotApplicable,87677,2025-01-23,2025-04-11,insec,,,,A Red Cross crew were denied access to a woman in labour by Israeli forces who forced them to leave the area.,none,0,minimal,2024,8,August,2024-08,2024Q3,35,Friday,1,Post Oct 7 2023,Jul 2024 onward,Gunfire/Small Arms,Israeli Forces,0,0.0,,0,0,0,0,0,0,0,0,0,0,1,West Bank,22,109,0,0,0,0,0,1,0,0,#4a90d9,4.0,1,0,0,0,0,328,1.0,1,96,52.38095238095237,3,Moderate,Targeted,0,1,1,Red Cross / Crescent Targeting,Direct Violence
2024-08-29,29 August 2024: A Red Cross central operations room lost all contact with one of their ambulance centres and crews amidst a Israeli operation. Cellular and landline networks and the internet were cut off and wireless transmission devices did not work.,West Bank,32.4,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,False,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,79103,2024-09-20,2025-04-11,insec,,,,A Red Cross central operations room lost all contact with one of their ambulance centres and crews amidst a Israeli operation. Cellular and landline networks and the internet were cut off and wireless transmission devices did not work.,none,0,minimal,2024,8,August,2024-08,2024Q3,35,Thursday,1,Post Oct 7 2023,Jul 2024 onward,No Direct Violence,Israeli Forces,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,West Bank,38,235,0,1,0,0,0,1,0,0,#4a90d9,4.0,1,0,0,0,0,327,0.0,0,96,52.38095238095237,3,Moderate,Targeted,0,1,1,Red Cross / Crescent Targeting,Direct Violence
2024-08-29,"29 August 2024: A Red Cross ambulance in a camp was denied access to a dialysis patient for almost three hours by Israeli forces with bulldozers, despite prior coordination._x000D_
",West Bank,32.3,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,True,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87670,2025-01-23,2025-04-11,insec,,,,"A Red Cross ambulance in a camp was denied access to a dialysis patient for almost three hours by Israeli forces with bulldozers, despite prior coordination._x000D_",none,0,minimal,2024,8,August,2024-08,2024Q3,35,Thursday,1,Post Oct 7 2023,Jul 2024 onward,Gunfire/Small Arms,Israeli Forces,0,0.0,,0,0,0,0,0,0,0,0,0,0,1,West Bank,26,164,0,1,0,0,0,1,0,0,#4a90d9,4.0,1,0,0,0,0,327,1.0,0,96,52.38095238095237,3,Moderate,Targeted,0,1,1,Red Cross / Crescent Targeting,Direct Violence
2024-08-29,"29 August 2024: A Red Cross crew on the way to transport a patient to a medical facility was insulted with profanity and fired at by Israeli forces with preemptive bullets, obstructing them.",West Bank,32.4,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Project Site,0,0,True,0,0,0,0,,1,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87671,2025-01-23,2025-04-11,insec,,,,"A Red Cross crew on the way to transport a patient to a medical facility was insulted with profanity and fired at by Israeli forces with preemptive bullets, obstructing them.",none,0,minimal,2024,8,August,2024-08,2024Q3,35,Thursday,1,Post Oct 7 2023,Jul 2024 onward,Gunfire/Small Arms,Israeli Forces,0,0.5,Low,0,0,0,0,0,0,0,0,0,0,1,West Bank,30,174,0,0,0,0,0,1,0,0,#4a90d9,4.4,1,0,0,0,0,327,0.0,0,96,52.38095238095237,3,Moderate,Targeted,0,1,1,Red Cross / Crescent Targeting,Direct Violence
2024-08-29,29 August 2024: A Red Cross ambulance was stopped and searched by Israeli forces while transporting a kidney patient.,West Bank,32.4,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,True,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87672,2025-01-23,2025-04-11,insec,,,,A Red Cross ambulance was stopped and searched by Israeli forces while transporting a kidney patient.,none,0,minimal,2024,8,August,2024-08,2024Q3,35,Thursday,1,Post Oct 7 2023,Jul 2024 onward,Gunfire/Small Arms,Israeli Forces,0,0.0,,0,0,0,0,0,0,0,0,0,0,1,West Bank,16,101,0,1,0,0,0,1,0,0,#4a90d9,4.0,1,0,0,0,0,327,0.0,0,96,52.38095238095237,3,Moderate,Targeted,0,1,1,Red Cross / Crescent Targeting,Direct Violence
2024-08-29,29 August 2024: A Red Cross crew were given only two minutes by Israeli forces to evacuate an injured patient while forcing a health worker to keep their hands up.,West Bank,32.4,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Project Site,0,0,False,0,0,0,0,,2,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87673,2025-01-23,2025-04-11,insec,,,,A Red Cross crew were given only two minutes by Israeli forces to evacuate an injured patient while forcing a health worker to keep their hands up.,none,0,minimal,2024,8,August,2024-08,2024Q3,35,Thursday,1,Post Oct 7 2023,Jul 2024 onward,Gunfire/Small Arms,Israeli Forces,0,1.0,Low,0,0,0,0,0,0,0,0,0,0,0,West Bank,27,147,0,0,0,0,0,1,0,0,#4a90d9,4.8,1,0,0,0,0,327,0.0,0,96,52.38095238095237,3,Moderate,Targeted,0,1,1,Red Cross / Crescent Targeting,Direct Violence
2024-08-29,"29 August 2024: A Red Cross ambulance crew was stopped by Israeli forces who inspected their IDs. After 20 minutes, the crew proceeded but were forced to take alternative roads, delaying access to the patient. _x000D_
",West Bank,32.4,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,True,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87674,2025-01-23,2025-04-11,insec,,,,"A Red Cross ambulance crew was stopped by Israeli forces who inspected their IDs. After 20 minutes, the crew proceeded but were forced to take alternative roads, delaying access to the patient. _x000D_",none,0,minimal,2024,8,August,2024-08,2024Q3,35,Thursday,1,Post Oct 7 2023,Jul 2024 onward,Gunfire/Small Arms,Israeli Forces,0,0.0,,0,0,0,0,0,0,0,0,0,0,1,West Bank,33,201,0,1,0,0,0,1,0,0,#4a90d9,4.0,1,0,0,0,0,327,0.0,0,96,52.38095238095237,3,Moderate,Targeted,0,1,1,Red Cross / Crescent Targeting,Direct Violence
