Date,Event Description,Admin 1,Latitude,Longitude,Geo Precision,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Location of Incident,Occupation of Health Facility,Vicinity of Health Facility Affected,"Affects Access to Medicines, Vaccines And Other Health Products",Health Workers Killed,Health Workers Injured,Health Workers Kidnapped,Health Workers Arrested,Known Kidnapping or Arrest Outcome,Health Workers Threatened,Health Workers Assaulted,Health Workers Sexually Assaulted,Attacks on Emergency Medical Services,Children's Health Services Affected,Attacks On Children's Hospitals,Women's Health Services Affected,Hospital Utilities Affected,SiND Event ID,Date Event Entered,Date Event Modified,_source,Looting/Theft/Robbery/Burglary of Health Supplies,Access Denied or Obstructed,Reported Health Worker Profession,description_clean,sgbv_type,severity_score,severity_label,Year,Month,Month_Name,Year_Month,Quarter,Week,Day_of_Week,post_oct7,Period_Binary,Conflict_Phase,Weapon_Category,Perpetrator_Simple,Total_Casualties,Severity_Score,Severity_Label,Has_Casualties,Lethal_Incident,Facility_Destroyed,Facility_Damaged,Forceful_Entry,Transport_Destroyed,Transport_Damaged,Transport_Stolen,Facility_Attack,Transport_Attack,Access_Disruption,Region,Desc_Word_Count,Desc_Char_Count,kw_hospital,kw_ambulance,kw_doctor,kw_nurse,kw_paramedic,kw_red_crescent,kw_un_staff,kw_mass_casualty,Map_Color,Map_Radius,protected_entity,residential_strike,children_affected,mass_casualty,repeat_target_text,days_since_oct7,days_since_last_attack,is_weekend,month_count,month_velocity_pct,targeting_score,targeting_label,targeting_map,casualty_intensity,topic,topic_reduced,theme,mode
2024-02-01,01 February 2024: Israeli airstrikes were reported in the vicinity of Red Cross headquarters for the 11th consecutive day. ,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Compound/Office Building,0,0,False,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,44114,2024-02-08,2025-04-11,insec,,,,Israeli airstrikes were reported in the vicinity of Red Cross headquarters for the 11th consecutive day.,none,0,minimal,2024,2,February,2024-02,2024Q1,5,Thursday,1,Post Oct 7 2023,Jan–Jun 2024,Airstrike,Israeli Forces,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,Gaza Strip,16,104,0,0,0,0,0,1,0,0,#4a90d9,4.0,1,0,0,0,0,117,0.0,0,185,-29.65779467680608,3,Moderate,Targeted,0,1,1,Red Cross / Crescent Targeting,Direct Violence
2024-02-01,"01 February 2024: A PRCS ambulance driver, his pregnant wife and his brother were arrested by Israeli forces._x000D_
",West Bank,31.4,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,False,0,0,0,2,NoInformation,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,44147,2024-02-09,2025-04-11,insec,,,,"A PRCS ambulance driver, his pregnant wife and his brother were arrested by Israeli forces._x000D_",none,2,low,2024,2,February,2024-02,2024Q1,5,Thursday,1,Post Oct 7 2023,Jan–Jun 2024,Gunfire/Small Arms,Israeli Forces,2,2.0,Low,1,0,0,0,0,0,0,0,0,0,0,West Bank,15,98,0,1,0,0,0,0,0,0,#4a90d9,5.6,0,0,0,0,0,117,0.0,0,185,-29.65779467680608,0,,Not flagged,0,2,2,Ambulance Access Denied,Access Denial
2024-02-01,01 February 2024: A medical facility announced their plan to transfer their paediatric services to another location due to increased hostilities nearby. ,Gaza Strip,31.2,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Open Space,0,0,False,0,0,0,0,,0,0,0,NotApplicable,ChildrensHealthEvent,NotApplicable,NotApplicable,NotApplicable,85291,2024-11-13,2024-11-24,insec,,,,A medical facility announced their plan to transfer their paediatric services to another location due to increased hostilities nearby.,none,0,minimal,2024,2,February,2024-02,2024Q1,5,Thursday,1,Post Oct 7 2023,Jan–Jun 2024,No Direct Violence,Israeli Forces,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,Gaza Strip,19,134,0,0,0,0,0,0,0,0,#4a90d9,4.0,0,0,0,0,0,117,1.0,0,185,-29.65779467680608,0,,Not flagged,0,-1,5,Checkpoint Obstruction,Access Denial
2024-01-31,"31 January 2024: In Jabalia Refugee camp, an NGO medical facility was bombed for the third time by the Israeli military within 48 hours, again hitting the fourth floor which belongs to another NGO. ",Gaza Strip,31.5,34.5,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Artillery,Health Building,0,0,False,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43967,2024-02-03,2025-04-11,insec,,,,"In Jabalia Refugee camp, an NGO medical facility was bombed for the third time by the Israeli military within 48 hours, again hitting the fourth floor which belongs to another NGO.",none,2,low,2024,1,January,2024-01,2024Q1,5,Wednesday,1,Post Oct 7 2023,Jan–Jun 2024,Artillery/Shelling,Israeli Forces,0,0.0,,0,0,0,1,0,0,0,0,1,0,0,Gaza Strip,31,180,0,0,0,0,0,0,0,0,purple,4.0,0,0,0,0,1,116,1.0,0,263,-14.610389610389609,3,Moderate,Targeted,0,0,0,Airstrikes & Killings,Direct Violence
2024-01-31,31 January 2024: A Red Cross security guard and a medical facility staff member were shot and killed by Israeli forces.,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,1,False,2,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43970,2024-02-03,2025-04-11,insec,,,,A Red Cross security guard and a medical facility staff member were shot and killed by Israeli forces.,none,10,high,2024,1,January,2024-01,2024Q1,5,Wednesday,1,Post Oct 7 2023,Jan–Jun 2024,Gunfire/Small Arms,Israeli Forces,2,8.0,High,1,1,0,0,0,0,0,0,0,0,0,Gaza Strip,18,102,0,0,0,0,0,1,0,0,red,10.4,1,0,0,0,0,116,0.0,0,263,-14.610389610389609,3,Moderate,Targeted,2,1,1,Red Cross / Crescent Targeting,Direct Violence
2024-01-31,31 January 2024: A medical facility remained under siege by Israeli forces.,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,True,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43987,2024-02-04,2025-04-11,insec,,,,A medical facility remained under siege by Israeli forces.,none,0,minimal,2024,1,January,2024-01,2024Q1,5,Wednesday,1,Post Oct 7 2023,Jan–Jun 2024,Gunfire/Small Arms,Israeli Forces,0,0.0,,0,0,0,0,0,0,0,0,0,0,1,Gaza Strip,9,58,0,0,0,0,0,0,0,0,#4a90d9,4.0,0,0,0,0,0,116,0.0,0,263,-14.610389610389609,0,,Not flagged,0,0,0,Airstrikes & Killings,Direct Violence
2024-01-31,31 January 2024: An older woman and an infant died in a medical facility due to the lack of oxygen supplies. ,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,No Information on the Weapon Used,Health Building,0,0,True,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43989,2024-02-04,2025-04-11,insec,,,,An older woman and an infant died in a medical facility due to the lack of oxygen supplies.,none,0,minimal,2024,1,January,2024-01,2024Q1,5,Wednesday,1,Post Oct 7 2023,Jan–Jun 2024,Unknown,Israeli Forces,0,0.0,,0,0,0,0,0,0,0,0,0,0,1,Gaza Strip,18,91,0,0,0,0,0,0,0,0,#4a90d9,4.0,0,0,1,0,0,116,0.0,0,263,-14.610389610389609,0,,Not flagged,0,4,4,Fuel & Supply Deprivation,Access Denial
2024-01-31,31 January 2024: A medical facility ran out of food supplies. ,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Health Building,0,0,False,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43991,2024-02-04,2025-04-11,insec,,,,A medical facility ran out of food supplies.,none,0,minimal,2024,1,January,2024-01,2024Q1,5,Wednesday,1,Post Oct 7 2023,Jan–Jun 2024,No Direct Violence,Israeli Forces,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,Gaza Strip,8,44,0,0,0,0,0,0,0,0,#4a90d9,4.0,0,0,0,0,0,116,0.0,0,263,-14.610389610389609,0,,Not flagged,0,4,4,Fuel & Supply Deprivation,Access Denial
2024-01-31,31 January 2024: A Red Cross medical facility ran out of food supplies.,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,False,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43992,2024-02-04,2025-04-11,insec,,,,A Red Cross medical facility ran out of food supplies.,none,0,minimal,2024,1,January,2024-01,2024Q1,5,Wednesday,1,Post Oct 7 2023,Jan–Jun 2024,No Direct Violence,Israeli Forces,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,Gaza Strip,10,54,0,0,0,0,0,1,0,0,#4a90d9,4.0,1,0,0,0,0,116,0.0,0,263,-14.610389610389609,3,Moderate,Targeted,0,4,4,Fuel & Supply Deprivation,Access Denial
2024-01-31,31 January 2024: A medical facility was stormed by Israeli forces. Several Palestinians were killed in the maternity ward. The facility hosts displaced people seeking safety. ,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,False,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,WomensHealthEvent,NotApplicable,44027,2024-02-05,2025-04-11,insec,,,,A medical facility was stormed by Israeli forces. Several Palestinians were killed in the maternity ward. The facility hosts displaced people seeking safety.,none,3,low,2024,1,January,2024-01,2024Q1,5,Wednesday,1,Post Oct 7 2023,Jan–Jun 2024,Gunfire/Small Arms,Israeli Forces,0,0.0,,0,0,0,0,1,0,0,0,1,0,0,Gaza Strip,23,157,0,0,0,0,0,0,0,0,purple,4.0,0,0,0,0,0,116,0.0,0,263,-14.610389610389609,0,,Not flagged,0,-1,0,Airstrikes & Killings,Direct Violence
2024-01-31,31 January 2024: Several Palestinians seeking refuge were killed when the Israeli military opened fire inside the UN Headquarters.,Gaza Strip,31.5,34.4,(5) Linear Feature e.g. Along Road/River ,Government: Military,Israeli Defence Forces,Firearms,Compound/Office Building,0,0,False,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,44029,2024-02-05,2025-04-11,insec,,,,Several Palestinians seeking refuge were killed when the Israeli military opened fire inside the UN Headquarters.,none,5,medium,2024,1,January,2024-01,2024Q1,5,Wednesday,1,Post Oct 7 2023,Jan–Jun 2024,Gunfire/Small Arms,Israeli Forces,0,0.0,,0,0,0,1,1,0,0,0,1,0,0,Gaza Strip,16,113,0,0,0,0,0,0,0,0,purple,4.0,0,0,0,0,0,116,0.0,0,263,-14.610389610389609,0,,Not flagged,0,-1,9,Residential / Home Strikes,Direct Violence
2024-01-31,"31 January 2024: A Red Cross medical facility's courtyard was raided by Israeli forces who stationed vehicles in front of the reception and emergency department, firing heavily. Seven Red Cross vehicles were damaged. The tanks later withdrew but continued to fire at anyone attempting to enter or exit the facility. ",Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,False,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,44031,2024-02-05,2025-04-11,insec,,,,"A Red Cross medical facility's courtyard was raided by Israeli forces who stationed vehicles in front of the reception and emergency department, firing heavily. Seven Red Cross vehicles were damaged. The tanks later withdrew but continued to fire at anyone attempting to enter or exit the facility.",none,3,low,2024,1,January,2024-01,2024Q1,5,Wednesday,1,Post Oct 7 2023,Jan–Jun 2024,Gunfire/Small Arms,Israeli Forces,0,0.0,,0,0,0,0,1,0,7,0,1,1,0,Gaza Strip,47,298,0,0,0,0,0,1,0,0,purple,4.0,1,0,0,0,0,116,0.0,0,263,-14.610389610389609,3,Moderate,Targeted,0,1,1,Red Cross / Crescent Targeting,Direct Violence
2024-01-31,31 January 2024: Two male PRCS paramedics were killed after reportedly being targeted and directly fired upon by Israeli forces near the gate a PRCS medical facility.,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,False,2,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,61480,2024-08-03,2025-04-11,insec,,,,Two male PRCS paramedics were killed after reportedly being targeted and directly fired upon by Israeli forces near the gate a PRCS medical facility.,none,10,high,2024,1,January,2024-01,2024Q1,5,Wednesday,1,Post Oct 7 2023,Jan–Jun 2024,Gunfire/Small Arms,Israeli Forces,2,8.0,High,1,1,0,0,0,0,0,0,0,0,0,Gaza Strip,24,149,0,0,0,0,1,0,0,0,red,10.4,0,0,0,0,0,116,0.0,0,263,-14.610389610389609,0,,Not flagged,2,2,2,Ambulance Access Denied,Access Denial
2024-01-30,30 January 2024: Three male patients were shot by Israeli forces disguised as doctors and civilians as they slept in medical facility. A nurse and security guard were assaulted. ,West Bank,32.4,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,False,0,2,0,0,,0,2,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43863,2024-01-30,2025-04-11,insec,,,,Three male patients were shot by Israeli forces disguised as doctors and civilians as they slept in medical facility. A nurse and security guard were assaulted.,none,7,medium,2024,1,January,2024-01,2024Q1,5,Tuesday,1,Post Oct 7 2023,Jan–Jun 2024,Gunfire/Small Arms,Israeli Forces,2,6.0,Medium,1,0,0,0,1,0,0,0,1,0,0,West Bank,26,160,0,0,1,1,0,0,0,0,orange,8.8,0,0,0,0,0,115,0.0,0,263,-14.610389610389609,0,,Not flagged,2,-1,7,Khan Younis Shootings,Direct Violence
2024-01-30,"30 January 2024: The yard of the PRCS building and medical facility was stormed by Israeli forces, who demanded IDPs and PRCS staff to evacuate under the threat of arms. Fires also broke out in displaced tents, allegedly by israeli soldiers.
",Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Shelling,Health Building,0,0,False,0,0,0,0,,3,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43866,2024-01-30,2025-04-11,insec,,,,"The yard of the PRCS building and medical facility was stormed by Israeli forces, who demanded IDPs and PRCS staff to evacuate under the threat of arms. Fires also broke out in displaced tents, allegedly by israeli soldiers.",none,3,low,2024,1,January,2024-01,2024Q1,5,Tuesday,1,Post Oct 7 2023,Jan–Jun 2024,Artillery/Shelling,Israeli Forces,0,1.5,Low,0,0,0,0,1,0,0,0,1,0,0,Gaza Strip,38,224,0,0,0,0,0,0,0,0,purple,5.2,0,0,0,0,0,115,0.0,0,263,-14.610389610389609,0,,Not flagged,0,10,10,PRCS Facility / Displacement,Direct Violence
2024-01-30,30 January 2024: PRCS staff and IDPs within a medical facility were fired at with Israeli live ammunition and smoke grenades.,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,False,0,0,0,0,,4,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43887,2024-01-31,2025-04-11,insec,,,,PRCS staff and IDPs within a medical facility were fired at with Israeli live ammunition and smoke grenades.,none,0,minimal,2024,1,January,2024-01,2024Q1,5,Tuesday,1,Post Oct 7 2023,Jan–Jun 2024,Gunfire/Small Arms,Israeli Forces,0,2.0,Low,0,0,0,0,0,0,0,0,0,0,0,Gaza Strip,18,108,0,0,0,0,0,0,0,0,#4a90d9,5.6,0,0,0,0,0,115,0.0,0,263,-14.610389610389609,0,,Not flagged,0,10,10,PRCS Facility / Displacement,Direct Violence
2024-01-30,"30 January 2024: A WHO food delivery was unable to reach a medical facility, where a serious food shortage has been reported, due to looting by civilians near a checkpoint. ",Gaza Strip,31.3,34.3,"(3) District, Communicipality or Commune ",Protestors,Local population,Firearms,Checkpoint,0,0,True,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43895,2024-01-31,2026-02-21,insec,,,,"A WHO food delivery was unable to reach a medical facility, where a serious food shortage has been reported, due to looting by civilians near a checkpoint.",none,0,minimal,2024,1,January,2024-01,2024Q1,5,Tuesday,1,Post Oct 7 2023,Jan–Jun 2024,Gunfire/Small Arms,Other,0,0.0,,0,0,0,0,0,0,0,0,0,0,1,Gaza Strip,27,155,0,0,0,0,0,0,0,0,#4a90d9,4.0,0,0,0,0,0,115,0.0,0,263,-14.610389610389609,0,,Not flagged,0,4,4,Fuel & Supply Deprivation,Access Denial
